LATITUDE,LONGITUDE,AGE,SN
5818,44.0,114.0,396.5,2.04
5821,35.1,38.4,14.15,1.04
5822,33.3,-107.9,28.0,1.1
5823,37.8,45.5,12.8,3
5825,-26.1563,-66.7477,13.8,1
5826,59.46,10.64,396.5,4
5828,28.6,61.13,32.75,1
5829,61.0,-45.7,1220.0,4
5833,65.0,-49.75,3800.0,0.51
5835,78.5,15.0,158.25,3.4
5836,63.9,-18.97,0.07,8.92
5837,-31.8239,26.2674,173.55,0.599
5841,26.879,141.976,44.85,0.28
5842,52.0,106.0,1521.0,4.5
5843,47.0,-65.75,466.5,13
5844,52.0,-5.0,466.0,1.89
5845,-21.25,55.75,1e-06,1.86391
5847,-66.8,89.32,1.305,2
5848,33.0,87.0,32.75,1.22
5850,12.8,-11.5,2100.0,0
5852,-39.928000000000004,-72.027,-0.000146,1
5855,-78.2585,162.905,396.5,2
5858,35.1,38.4,14.15,1.33
5859,64.4449,29.055,3175.0,20
5862,-42.916000000000004,-72.71600000000001,-1e-06,1.82
5864,-28.97,28.7,105.5,1
5865,-31.8887,26.191999999999997,173.55,0
5867,40.821,14.425999999999998,0.00801,1.7
5868,46.98,22.63,271.0,0
5869,47.7,23.87,12.8,1
5870,41.7988,12.7273,0.305,4
5871,63.9409,29.0961,3175.0,20
5872,10.0181,-83.7645,-0.000145,1
5873,38.538000000000004,-115.958,1.305,2
5874,32.2136,13.385,12.8,4.2
5875,-25.87,24.73,3175.0,0
5877,40.87,35.21,82.55,2
5878,-8.28393,125.541,3.95,0.668806
5882,-38.0,142.0,1.305,2.76823
5883,51.0,96.0,32.75,3
5884,8.35,39.18,1.305,6.218
5886,57.83,-102.7,1200.0,0.74
5887,63.77,-99.0,1750.0,2
5888,-76.0,-133.0,4.9,2.04
5889,30.8,117.3,122.55,1
5890,57.83,-102.7,1200.0,2.4
5891,35.0,137.0,1.15,1.17
5893,37.73,15.0,-0.00033999999999999997,3
5894,-76.0,-135.8,0.63,5.74
5895,40.821,14.425999999999998,0.00801,3.1
5896,46.75,22.97,271.0,0
5897,48.97,140.28,32.75,1
5898,39.2,44.0,1.305,4
5901,-6.5,-50.0,3175.0,0.3
5902,69.31,29.73,1521.0,2
5904,-25.8,31.0,3350.0,0.62
5905,-27.5,119.0,3283.5,< 0.5
5907,-11.0,27.0,1521.0,4.65
5910,63.45,-19.27,0.01198,2
5911,-42.916000000000004,-72.71600000000001,-1e-06,4.38
5912,64.2447,29.0647,3175.0,20
5913,64.4334,29.0593,3175.0,20
5914,-27.0536,125.15700000000001,515.0,1.79
5915,66.27,112.8,1521.0,0
5917,-29.4119,141.977,515.0,0
5918,37.0,-116.0,14.15,10
5919,29.29,121.42,32.75,1.72
5920,63.9,-18.97,0.07,8.94
5921,33.0,87.0,32.75,1.59
5922,37.97,124.63,11.5,0.58
5923,-38.0,142.0,1.305,1
5924,47.0,-83.28,1521.0,0
5925,41.5,33.67,44.85,0.97
5926,64.2789,29.0683,3175.0,10
5927,-2.75,35.93,-1.7e-05,1.2
5928,26.1096,7.9656,1.305,1.31
5930,49.0318,-76.9302,3175.0,1.12
5931,-21.0,117.0,3120.0,0.7
5932,48.1553,99.9877,32.75,2.37631
5933,65.0941,-50.1209,3775.0,0
5934,-31.48,-70.47,14.15,1
5935,63.8256,28.8404,3175.0,0
5936,-21.23,55.75,-2e-06,0.979
5937,-7.05,107.33,1.305,8.31
5938,-78.1962,163.138,396.5,2
5940,-1.25,-45.5,2160.0,0
5941,30.753,54.79600000000001,12.8,1.06
5942,57.4097,160.08100000000002,1.305,1.16
5943,63.8257,28.8922,3175.0,20
5944,64.2618,29.1114,3175.0,10
5945,29.97,117.55,1521.0,0.4
5946,55.5,-117.5,82.55,2
5948,-0.73,-60.1,1521.0,3
5949,44.0,114.0,396.5,1.6
5950,57.5348,160.65200000000002,12.8,0.27
5951,48.62,-65.15,419.5,0
5952,69.4,30.19,1521.0,1
5954,-43.5956,172.748,14.15,2.32
5957,-41.882,174.03599999999997,32.75,2.86
5958,35.0,112.0,1521.0,1.24
5959,47.92,-83.25,1521.0,3
5960,-11.0,27.0,1521.0,0.92
5963,63.45,-19.27,0.01198,8
5964,64.4498,29.0613,3175.0,10
5966,50.5,9.2,14.15,1.11
5967,50.5,9.2,14.15,1.11
5968,51.65,111.43,226.3,3.5
5969,-9.0,-159.6,8.45,1.0487
5971,64.2361,29.085,3175.0,20
5974,45.0,22.5,396.5,23.29
5975,64.2438,29.0751,3175.0,10
5976,-11.0,27.0,1521.0,1.28
5977,40.88,-73.95,158.25,1
5978,64.2719,29.0794,3175.0,0
5980,-37.55,142.33,396.0,5.3
5982,48.2,-80.1,2715.0,1.2
5983,-21.25,55.75,1e-06,1.81774
5985,69.31,29.73,1521.0,7
5987,33.0,87.0,32.75,1.49
5988,26.1465,7.9797,1.305,0.56
5992,-26.0,30.5,3400.0,0.318
5995,8.97,39.9,1.305,28
5996,8.97,39.9,1.305,24
5997,8.97,39.9,1.305,22
5998,8.97,39.9,1.305,26
5999,8.97,39.9,1.305,21
6000,8.97,39.9,1.305,27
6001,-76.3,-112.1,1.305,1.77
6002,-76.3,-112.1,1.305,1.75
6003,17.2,154.33,158.25,2
6004,48.2339,-79.0068,3175.0,1.16
6005,63.8272,28.8372,3175.0,0
6009,40.78,14.05,0.0105,4.1
6011,-25.8,31.0,3350.0,0.64
6012,63.8333,77.8333,158.25,2
6014,-62.05,-58.4,32.75,2
6015,-36.6851,145.69,7.5,2.83
6016,-13.03,49.52,32.75,3
6017,22.0,-101.2,30.0,6
6018,48.0,-84.0,2700.0,0.49
6020,28.3,-16.6,-0.0001,3
6022,-25.87,24.73,3175.0,0
6023,57.83,-102.7,1200.0,0.8
6024,-0.73,-60.1,1521.0,3
6025,65.1274,29.0913,3175.0,10
6026,-26.2472,127.471,1521.0,14
6027,-31.2,121.67,3175.0,0.09
6028,57.2,-113.0,82.55,2
6029,-42.916000000000004,-72.71600000000001,-1e-06,1.92
6030,64.2373,29.1123,3175.0,30
6031,37.684,39.8405,1.305,2
6032,28.65,116.22,168.5,0
6033,20.163,100.345,218.3,2.69
6034,49.5,-119.6,44.5,2.2
6035,-31.969,26.2991,173.55,0.76
6038,-43.6306,172.743,14.15,1.26
6040,67.5,33.2,387.5,2.98
6041,-37.8333,140.75,0.005,3.39228
6042,-7.8,114.0,-1e-05,0.6
6043,-11.0,27.0,1521.0,1.08
6045,23.8,120.0,44.25,0.44
6046,-19.5,144.3,4.15,2.13
6047,-42.916000000000004,-72.71600000000001,-1e-06,1.96
6048,34.0,90.0,24.435,4.75
6049,64.4484,29.053,3175.0,10
6050,47.926,20.6328,14.15,3
6051,-37.0,142.0,531.5,9
6052,57.83,-102.7,1200.0,0.77
6053,78.53,16.05,158.25,2.3
6054,26.3317,142.317,44.85,0.58
6055,30.599,54.92100000000001,12.8,1.19
6056,32.705,52.716,12.8,0.83
6058,28.4,-16.5,12.8,0.89
6059,47.7,23.87,12.8,1
6060,28.67,-17.9,3.95,2.21
6062,65.6048,-16.8019,0.009000000000000001,6.30402
6063,48.6,-86.1,3175.0,0.4
6066,64.4838,29.4663,3175.0,0
6067,57.0,-152.5,60.65,4.4
6071,-18.0,124.5,14.15,9
6072,-7.8,114.0,-1e-05,1.93
6073,50.5,9.2,14.15,1.72
6074,50.5,9.2,14.15,1.75
6077,-29.52,-64.0,466.0,1
6078,63.9,-18.97,0.07,9.35
6080,19.49,-100.47,12.8,1.2
6081,41.5394,13.2781,0.391,3.7
6082,-38.0,142.0,1.305,2.97
6084,55.5,-117.5,82.55,1
6090,64.2416,29.113000000000003,3175.0,30
6091,40.821,14.425999999999998,0.00801,0.7
6092,42.78,-0.45,275.0,1.87
6093,-21.24,55.73,-1.1e-05,2.49526
6094,-17.3829,-178.767,4.25,0.71
6096,54.07,159.6,3.1,0.4
6097,40.87,35.21,82.55,2
6098,30.8,117.3,122.55,2
6099,48.08,-80.08,2670.0,3.8
6100,-24.22,-66.43,1.305,3
6102,-11.0,27.0,1521.0,2.11
6104,-23.5202,-70.3145,146.25,1
6106,64.6018,29.0826,3175.0,10
6107,34.8,136.0,105.5,1.6
6108,50.5,9.2,32.75,0.64
6109,-26.2004,127.056,1521.0,9.2
6111,69.43,30.43,1521.0,5
6112,29.97,117.55,1521.0,0.56
6113,52.67,-72.17,630.0,1
6114,47.9,20.5,14.15,4
6115,37.27,-2.22,173.55,2.1
6116,63.9365,29.0791,3175.0,20
6117,47.9,-80.0,3175.0,1
6118,39.2,44.0,1.305,5
6119,64.2359,29.0872,3175.0,20
6120,-31.48,-70.47,14.15,1
6122,64.2361,29.1072,3175.0,20
6123,64.2361,29.1072,3175.0,10
6124,-14.23,-70.06,28.45,0
6125,-14.23,-70.06,28.45,0
6126,37.8,45.5,12.8,1
6127,67.55,33.22,387.5,3.93
6128,64.7136,-110.619,105.5,11
6129,64.2741,29.0883,3175.0,0
6130,-26.0515,127.42399999999999,1521.0,9.6
6131,40.0,34.0,82.55,1
6132,45.7,-67.0,396.5,10
6133,32.3,82.4,122.55,1.09
6134,64.4484,29.0545,3175.0,30
6135,42.8,93.0,275.0,1.19
6139,-26.1391,127.42200000000001,1521.0,13.8
6140,69.37,30.53,1521.0,7
6141,35.2,137.0,105.5,4.6
6142,-75.33,-110.75,32.75,1.24
6145,63.52,-19.01,0.01198,6
6146,-20.35,30.03,2700.0,0.276
6147,41.9069,-108.90799999999999,1.945,5
6148,34.52,76.49,105.5,24.88
6149,-28.0,120.0,3175.0,1
6150,40.67,35.83,82.55,3
6152,-11.0,27.0,1521.0,2.33
6153,30.03,118.32,1521.0,2.75
6154,65.1474,29.0763,3175.0,10
6155,-11.0,27.0,1521.0,0.85
6156,-11.0,27.0,1521.0,2.65
6157,54.07,159.6,12.8,1.1
6158,64.2819,29.0866,3175.0,20
6159,54.0,124.0,158.25,1.6
6160,-42.1841,173.521,32.75,1.77
6162,8.35,39.18,1.305,1.185
6163,53.16,107.31,1521.0,2.8
6164,-20.33,30.03,2800.0,0.3
6165,37.754,39.6852,1.305,2
6166,-6.5,-50.0,3175.0,0.3
6167,15.2522,-24.2825,1.3,2.39
6171,30.5,116.5,122.55,1
6175,64.4484,29.0545,3175.0,20
6176,48.7,-81.4,2730.0,36
6177,37.6157,39.9791,1.305,2
6178,64.7136,-110.619,105.5,8.4
6179,69.39,30.15,1521.0,4
6182,-38.0,142.0,1.305,3.81
6183,64.0,29.0,2800.0,4
6184,5.5,10.6,44.85,4.538
6186,64.1656,29.278000000000002,3175.0,10
6187,31.5,92.0,113.0,2.88
6188,-36.3794,-69.3049,1.305,2
6190,64.7136,-110.619,60.65,4.2
6191,-77.75,11.75,158.25,1.1
6192,50.5,9.2,32.75,1.46
6193,47.38,-87.96,1095.0,3.7
6195,-42.916000000000004,-72.71600000000001,-1e-06,1.69
6196,-11.0,27.0,1521.0,4.86
6198,65.1571,29.0773,3175.0,0
6200,61.25,-48.15,1220.0,0
6201,-38.4,-71.6,-0.000229,1.009
6204,-11.0,27.0,1521.0,1.68
6206,12.8,-11.5,2100.0,0
6208,-28.97,28.7,105.5,1
6209,-26.0904,127.414,1521.0,12.5
6212,-25.87,24.73,3175.0,0
6213,48.6,-80.5,3175.0,0.21
6214,51.03,14.53,330.0,19.1
6215,20.6914,39.6717,1.305,1
6216,64.24600000000001,29.101,3175.0,10
6217,8.35,39.18,1.305,1.588
6218,-31.2,121.67,3175.0,0.18
6220,-31.2,121.67,3175.0,1.07
6221,59.46,10.64,396.5,2
6223,49.4945,-78.3601,3175.0,1.71
6224,-29.43,-49.28,135.0,8
6226,-21.18,119.73,2700.0,0.577
6227,-36.7824,145.624,7.5,3.44
6232,-20.5,-29.3,1.305,2
6233,38.0,-4.8,340.0,3.4
6234,28.6,61.13,32.75,2
6235,16.8167,77.41,1521.0,1.7701
6236,16.8167,77.41,1521.0,1.8
6237,-19.7,145.3,0.013000000000000001,4.32
6240,40.821,14.425999999999998,-0.00193,2.4
6241,-11.0,27.0,1521.0,1.9
6242,-62.05,-58.4,32.75,8
6245,-25.76,-68.31,3.95,2.1
6246,30.1948,115.506,1521.0,0.121
6248,57.83,-102.7,1200.0,2
6249,32.19,13.385,12.8,3.7
6250,-39.8084,167.24,32.75,2.58
6251,7.77725,38.7699,1.305,10.0148
6252,-31.8249,26.2481,173.55,0.58
6254,-31.2,121.67,3175.0,0.43
6255,48.43,-78.9591,3175.0,1.09
6256,29.61,117.95,105.5,2.65
6258,28.6,-17.9,0.6,2.42
6259,40.0,-106.0,28.45,8.52
6260,66.583,34.45,387.5,0.2
6264,-25.9371,127.322,1521.0,8
6265,32.0369,13.2822,12.8,2.4
6266,20.78,18.05,1.2,2.4
6267,63.8,29.834,3175.0,0
6272,60.5,86.0,250.3,2.7
6273,8.35,39.18,1.305,6.548
6276,-31.38,121.8,3175.0,0
6280,38.2317,-1.6967,14.15,18.3
6283,64.2511,29.0765,3175.0,10
6285,-32.0548,25.3594,173.55,0
6286,8.35,39.18,1.305,1.008
6289,61.0,90.0,275.0,2.8
6290,28.6,-17.9,0.6,3.02
6291,49.4943,-76.1695,3175.0,2.59
6298,-2.83,32.08,3175.0,0
6299,43.47,91.6,329.0,0.88
6301,65.5868,-16.8057,0.009000000000000001,3.84798
6306,64.2393,29.1063,3175.0,20
6307,12.8,-11.5,2100.0,0
6308,-73.08,168.13,15.5,42
6310,-27.5,119.0,3283.5,< 0.5
6311,40.67,35.83,82.55,2
6312,63.8574,28.8769,3175.0,10
6313,64.25,29.0154,3175.0,20
6315,51.9335,58.1925,407.0,0
6316,-31.1928,142.40200000000002,515.0,20
6317,47.9,19.0,14.15,2.19
6318,-21.23,55.75,-2e-06,1.65
6319,-21.23,55.75,-2e-06,1.65
6321,-25.0,27.0,1521.0,2.41
6323,53.75,-125.0,14.15,1.1
6324,57.42,-115.92,82.55,0
6325,-37.55,142.33,396.0,4.8
6326,65.1464,29.076,3175.0,10
6327,66.25,33.75,3175.0,0.65
6328,57.2547,-130.963,226.3,6
6329,47.0,24.8,12.8,0
6331,33.0,-6.0,342.5,6
6333,-37.8333,140.75,0.0025,3.2
6334,-16.9,126.13,820.0,3
6335,48.7,-81.4,2730.0,26
6336,40.0,34.0,82.55,1
6337,61.0,-47.5,1220.0,2.7
6338,64.4484,29.053,3175.0,0
6339,-22.75,-56.2667,122.55,4
6341,36.5,126.5,226.3,4
6342,41.3184,25.6266,27.0,1.71
6345,63.9,-18.97,0.07,10
6346,27.68,115.41,158.25,22
6347,63.9,-18.97,0.07,9.05
6351,19.56,-97.8933,9.0,0.73
6353,-23.625,-70.3212,146.25,1
6354,-11.0,27.0,1521.0,2.46
6355,-45.6,170.5,12.0,2.43
6358,47.9,19.0,14.15,2.26
6359,38.33,128.5,11.5,0.59
6360,37.8,45.5,12.8,0
6361,55.68,108.5,1521.0,3.5
6362,32.0228,13.2331,12.8,5.9
6364,38.549,-115.975,1.305,2
6365,-8.305489999999999,125.56200000000001,3.95,1.87459
6367,40.0,-106.0,28.45,7.6
6368,65.1589,29.0956,3175.0,0
6370,47.92,-83.25,1521.0,2
6371,63.8348,28.8823,3175.0,10
6372,52.0,-120.0,14.15,1.7
6373,-25.9359,-66.2974,13.8,2
6375,57.42,-115.92,82.55,2
6377,34.8,136.0,105.5,2.2
6380,39.2,44.0,1.305,8
6381,40.78,14.05,0.010329999999999999,4.5
6382,-19.7,145.3,0.013000000000000001,6.24
6384,63.9,-18.97,0.07,10.54
6386,63.898999999999994,28.9726,3175.0,10
6387,7.2472,-165.042,105.5,4
6390,-25.9219,-66.3208,13.8,2
6391,47.7,23.87,12.8,0
6392,64.2417,29.1048,3175.0,0
6393,31.5,92.0,113.0,2.98
6395,48.4472,-81.7309,3175.0,0
6398,65.1577,29.0536,3175.0,10
6399,48.78,-85.03,3175.0,0
6405,29.52,118.34,1521.0,4
6406,-25.95,-68.66,3.95,1.4
6407,48.0,126.0,12.8,3.57637
6409,64.244,29.0606,3175.0,20
6410,-29.43,-49.28,135.0,2
6411,64.4462,29.0483,3175.0,20
6412,30.8,117.3,122.55,1
6413,-1.25,-45.5,2160.0,1
6414,-31.9448,26.3133,173.55,0.52
6415,43.0,134.0,32.75,5
6416,57.83,-102.7,1200.0,2.1
6417,29.29,121.42,32.75,1.69
6419,-17.3406,13.7832,105.5,0
6421,18.5042,-97.3617,158.25,0.8
6423,-29.4254,141.981,515.0,0
6425,63.9,-18.97,0.07,10.28
6426,37.75,27.41,32.75,0
6427,-31.2,121.67,3175.0,0.62
6428,-31.2,121.67,3175.0,0.1
6429,54.07,159.6,12.8,0
6430,64.2439,29.1056,3175.0,20
6431,-20.8,117.8,2960.0,0.11
6432,-19.7,145.3,0.013000000000000001,3.12
6433,-11.0,27.0,1521.0,6.16
6435,37.6171,39.9772,1.305,2
6436,30.8,117.3,122.55,1
6437,57.42,-115.92,82.55,2
6438,-43.7961,172.908,14.15,1.44
6439,63.836000000000006,28.8658,3175.0,10
6443,-31.75,26.2,188.8,0.85
6444,64.0,29.0,2800.0,3
6445,66.43,112.32,329.0,0.6
6446,28.57,-17.87,0.0615,2.82
6447,78.75,28.5,153.25,2.5
6451,45.67,136.68,122.55,2
6455,54.4,-124.0,158.25,1
6456,42.5,143.2,17.3,2.2
6457,42.5,143.2,17.3,2.2
6458,53.5,-125.5,14.15,2.2
6459,-27.0536,125.15700000000001,515.0,1.84
6460,-44.5374,168.89,32.75,1.29
6461,43.0,134.0,32.75,3
6462,-29.43,-49.28,135.0,3
6463,51.0,125.0,122.55,2.29
6464,-27.0536,125.15700000000001,515.0,2.45
6465,21.006999999999998,-103.42399999999999,14.15,0.7
6466,65.8,-52.0,2040.0,2
6467,19.43,-100.46,12.8,1.38
6468,65.1727,29.084,3175.0,10
6470,40.0,-106.0,28.45,8.1
6471,-22.0,-69.8,146.25,1
6472,29.29,121.42,32.75,2.28
6474,28.82,-17.93,1.465,2.26
6475,-4.57,149.1,1.305,0.86
6476,-25.4722,-68.9419,14.15,1.9
6477,-25.4722,-68.9419,14.15,1.9
6479,-26.0206,127.458,1521.0,6
6480,69.43,30.43,1521.0,4
6481,-31.8586,26.3466,173.55,0
6482,47.24,-87.56,1100.0,1.6
6483,7.2472,-165.042,105.5,3
6484,-42.916000000000004,-72.71600000000001,-1e-06,2.49
6485,57.0,-152.5,60.65,1.6
6486,48.13,-79.92,2670.5,3.3
6487,-20.5,-29.3,1.305,1
6489,-42.916000000000004,-72.71600000000001,-1e-06,1.65
6492,61.25,-48.15,1220.0,0
6493,64.3404,29.1097,3175.0,10
6494,47.0,23.0,12.8,4
6496,35.0,112.0,1521.0,2.02
6497,19.669,-96.77799999999999,12.8,2.63
6498,-31.48,-70.47,14.15,1
6499,-31.38,121.8,3175.0,1.36042
6500,-42.1,147.0,28.45,4.7
6502,-30.9403,142.624,515.0,19
6503,20.81,-104.46,1.305,1.4
6504,-71.0,161.0,15.5,22
6506,-11.0,27.0,1521.0,0.97
6507,-31.4797,-70.4465,8.45,2.11
6508,47.7,23.87,12.8,1
6510,-29.4379,142.002,515.0,7
6511,40.0,-106.0,28.45,9.33
6512,-21.0,117.0,3120.0,1.5
6513,44.0,114.0,396.5,0.8
6515,46.0,8.0,396.5,3.75
6516,-8.20155,125.616,3.95,1.98828
6518,61.25,-48.15,1220.0,0
6520,-31.2,121.67,3175.0,0.27
6521,64.2328,29.0864,3175.0,20
6523,63.9,-18.97,0.07,9.84
6524,-37.55,142.33,396.0,3.8
6525,30.2177,115.49,1521.0,0.119
6526,20.9295,-102.79299999999999,14.15,0.9
6527,63.9,-18.97,0.07,7.83
6529,-25.87,24.73,3175.0,0
6530,69.49,30.33,1521.0,4
6531,64.3344,29.1604,3175.0,10
6532,41.7945,12.707,0.305,4
6533,-20.5088,129.953,1521.0,5.3
6534,64.2364,29.0927,3175.0,30
6535,46.73,22.43,271.0,3
6536,40.88,-73.95,158.25,1
6537,-26.0385,127.139,1521.0,13.2
6539,59.46,10.64,396.5,2
6542,-37.8333,140.75,0.005,2.43146
6543,65.0,-134.0,1521.0,3.26
6544,37.27,-2.22,173.55,1
6545,34.268,50.348,12.8,1.28
6547,-16.9194,128.907,531.5,0.8
6548,48.0,126.0,12.8,14.1022
6549,38.2267,-1.67,14.15,27.4
6550,65.03,-14.63,32.75,1.6
6551,-41.128,-72.539,0.0049,0.698301
6553,-45.8557,170.72,32.75,2.18
6554,15.2522,-24.2825,1.3,2.21
6556,-33.98,-54.58,122.55,14.3
6557,-31.75,26.2,188.8,0.51
6559,-37.8333,140.75,0.005,3.19043
6560,57.0,-102.6,105.5,0
6561,64.2646,29.0659,3175.0,10
6562,64.2702,29.0687,3175.0,0
6563,64.2702,29.0687,3175.0,0
6564,-26.0375,128.711,1521.0,1.3
6565,63.9,-18.97,0.07,9.91
6566,38.0,-4.8,320.0,7.4
6568,63.9,-18.97,0.07,8.74
6569,47.9,-80.0,3175.0,0.8
6570,48.78,-85.03,3175.0,0
6571,-31.75,26.2,188.8,0.62
6573,64.2822,29.0869,3175.0,20
6575,48.58,-86.28,2650.0,1
6576,-21.23,55.73,-6e-06,1.66121
6577,42.5,143.2,32.75,1
6579,34.3,76.5,105.5,16.64
6580,41.08,-6.0,4750.0,8.43
6581,-31.4735,-70.4588,8.45,2.62
6582,61.0,-47.5,1220.0,3.3
6584,28.67,-17.85,0.49,2.29
6585,64.484,29.4501,3175.0,10
6586,59.46,10.64,396.5,1
6587,-31.0786,141.815,515.0,6
6588,30.8,117.3,122.55,1
6589,63.9671,29.0209,3175.0,0
6591,51.6,11.9,332.5,0
6594,55.68,108.5,1521.0,4.7
6595,39.07,26.89,32.75,0
6596,-9.0,-159.6,8.45,1.27494
6597,43.0,134.0,32.75,3
6598,64.2703,29.0686,3175.0,0
6601,-17.5036,128.28799999999998,531.5,0.8
6602,-28.0,120.0,3175.0,2
6603,34.733000000000004,47.878,173.55,1.21
6604,47.0,24.8,12.8,3
6607,8.35,39.18,1.305,9.189
6608,-0.73,-60.1,1521.0,0
6609,34.0,48.0,44.85,5
6610,20.0,102.0,226.3,1.2
6611,64.3536,29.1459,3175.0,10
6615,-25.2392,-67.8567,1.82,1.6
6616,7.8231399999999995,38.7829,1.305,12.3069
6618,-36.3346,-69.3245,1.305,1
6622,-31.5527,25.0827,173.55,0.753
6624,37.8862,39.9659,1.305,2
6625,63.9,-18.97,0.07,9.76
6626,66.43,112.32,329.0,0.4
6627,57.3738,160.145,1.305,1.04
6628,-31.9714,26.2518,173.55,0
6629,-26.0077,127.45100000000001,1521.0,5.9
6630,15.2522,-24.2825,1.3,1.77
6631,38.0,139.5,14.15,0.75
6632,-28.47,121.07,3175.0,0.34
6633,65.6334,-16.7969,0.009000000000000001,1.85043
6636,-31.3011,142.714,515.0,1.6
6637,69.39,30.83,1521.0,3.5
6638,64.7,-14.5,32.75,2
6640,-2.6,35.85,1.2,2.42
6642,-42.916000000000004,-72.71600000000001,-1e-06,2.02
6643,65.1532,-50.1463,3775.0,0
6644,40.821,14.425999999999998,0.0032,2.8
6645,57.886,162.514,1.305,1.58
6646,-29.425,141.98,515.0,4
6651,37.27,-2.22,173.55,1.5
6652,-31.2,121.67,3175.0,1.5
6653,69.35,30.9,1521.0,3
6655,-37.55,142.33,396.0,4.2
6657,-29.4838,141.944,515.0,2.2
6660,-42.916000000000004,-72.71600000000001,-1e-06,1.12
6661,-42.916000000000004,-72.71600000000001,-1e-06,2.8
6662,48.5106,-56.7062,563.0,1.12
6663,47.0,23.0,12.8,5
6665,34.3,76.5,105.5,12.26
6666,30.671,54.015,12.8,1.18
6668,50.706,14.347000000000001,32.75,2.09
6669,-21.283,-68.001,1.305,2.51
6670,-37.8333,140.75,0.005,3.1492
6671,-36.3334,-69.3118,1.305,3
6672,-40.9968,147.808,32.75,20
6673,-30.6786,142.545,515.0,15
6675,-31.2,121.67,3175.0,1.51
6676,63.8226,28.8435,3175.0,10
6677,69.42,30.6,1521.0,3
6679,-26.1168,126.705,1521.0,11
6680,38.215,-1.6267,14.15,22.4
6681,50.5,9.2,14.15,1
6682,50.5,9.2,14.15,1
6683,42.0,143.0,28.45,1.2
6684,42.0,143.0,28.45,1.2
6685,46.2,-122.18,-2.8999999999999997e-05,0
6686,-25.9573,127.375,1521.0,9.6
6688,64.2472,29.073,3175.0,20
6689,57.893,162.528,1.305,1.93
6690,51.63,11.9,332.5,6
6691,36.5,126.5,226.3,6
6692,59.46,10.64,396.5,2
6693,-43.7391,173.071,14.15,1.88
6696,5.8428,-86.4447,2.3280000000000003,3.17232
6697,5.8428,-86.4447,2.3280000000000003,5.97417
6698,5.8428,-86.4447,2.3280000000000003,25.7125
6699,65.0974,-50.146,3775.0,0
6700,64.3383,29.0732,3175.0,10
6701,51.0,-120.0,44.5,2
6702,69.31,29.73,1521.0,6.5
6703,46.0,8.0,396.5,22
6704,46.47,23.63,271.0,0
6705,-32.0548,25.3593,173.55,0
6708,47.0,-83.28,1521.0,4
6709,-6.5,-50.0,3175.0,0.2
6712,63.9,-18.97,0.07,9.14
6713,57.3256,159.984,1.305,0.98
6714,64.2741,29.0883,3175.0,10
6716,65.0,107.0,275.0,0.79
6717,50.73,13.77,305.0,184
6718,35.5,136.0,105.5,1.8
6719,65.1556,29.0536,3175.0,10
6720,-42.5328,173.03599999999997,32.75,2.03
6721,-21.0,117.0,3120.0,1.8
6722,-28.97,28.7,105.5,1
6723,12.8,-11.5,2100.0,0
6724,64.0,29.0,2840.0,2
6725,-27.5,119.0,3283.5,1.2
6727,41.918,-109.021,1.945,6
6728,46.2784,23.1992,14.15,0
6732,57.0,-152.5,60.65,2.7
6733,40.0,-106.0,28.45,5.2
6734,-31.75,26.2,188.8,0.64
6735,-9.0,-159.6,8.45,0
6736,37.637,39.6525,1.305,3
6738,50.73,13.77,310.0,6
6740,-42.916000000000004,-72.71600000000001,-1e-06,2.3
6742,-31.38,121.8,3175.0,2
6743,57.83,-102.7,1200.0,3
6745,33.181,52.445,44.85,0.78
6746,-30.6734,142.542,515.0,15
6747,-9.0,-159.6,8.45,1.22171
6748,-21.0,117.0,3120.0,1.6
6749,33.5,111.0,1760.0,1.8
6750,61.0,-47.5,1220.0,1.6
6751,65.1459,29.0758,3175.0,10
6752,28.57,-17.87,0.00105,2.15
6753,32.5128,88.6963,37.0,1.37
6754,49.4397,-78.3102,3175.0,1.41
6755,65.5937,-16.8073,0.009000000000000001,3.67634
6756,42.3,8.7,275.0,2
6757,-29.43,-49.28,135.0,4
6758,-52.074,-69.7847,2.65,1.72
6759,28.57,-17.87,0.0615,2.88
6760,30.612,54.934,44.85,2.07
6761,-31.9012,26.3745,173.55,0
6762,38.601,42.2281,0.005,9
6763,49.2317,-76.8945,3175.0,5.44
6765,-23.02,-66.82,8.45,1.9
6766,57.42,-115.92,82.55,1
6767,63.9,-18.97,0.07,9.27
6769,66.27,112.8,1521.0,1
6770,6.3439,11.1711,44.85,7
6772,38.0643,127.111,0.33,1.3
6773,64.2381,29.0784,3175.0,10
6774,63.8257,28.8938,3175.0,10
6775,30.2097,115.495,1521.0,0.205
6777,-36.3686,-69.3293,1.305,3
6778,-31.5,26.8,158.25,0
6779,44.45,-110.56,0.1695,5.06417
6780,-30.9449,142.624,515.0,5.6
6781,-25.87,24.73,3175.0,0
6783,-25.8166,-66.3639,13.8,3
6784,28.6,61.13,32.75,2
6786,49.0593,-79.0378,3175.0,0
6787,-27.5,119.0,3283.5,1.2
6790,69.17,29.81,1521.0,9.3
6791,57.83,-102.7,1200.0,0.2
6794,-27.0536,125.15700000000001,515.0,1.5
6797,-31.4727,-70.4546,8.45,2.87
6799,-31.9445,26.3923,173.55,0
6801,57.3891,160.128,1.305,0.79
6802,34.8,136.0,105.5,1.2
6804,50.5,9.2,32.75,1.97
