# subduction_volume_km3y, decompacted_sediment_thickness, sed_thick_0.2d, ocean_crust_carb_percent
0.029839,-0.004432,463.405457,2.321960
0.138974,4.196995,80.379639,0.743366
0.029361,-0.004432,463.405457,2.321960
0.028052,-0.004432,463.405457,2.285262
0.139421,4.196995,80.379639,0.743830
0.027588,-0.004432,463.405457,2.285262
0.027123,-0.004432,463.405457,2.285262
0.139911,4.196995,80.379639,0.744372
0.025917,-0.004432,463.405457,2.258432
0.023615,-0.004432,463.405457,2.205435
0.145179,4.196995,80.379639,0.745035
0.022414,-0.004432,446.456543,2.183492
0.022008,-0.004432,446.456543,2.183492
0.145948,4.196995,80.379639,0.746040
0.021602,-0.004432,223.681793,2.183492
0.020338,-0.004432,193.716370,2.157659
0.146575,4.196995,91.963120,0.746810
0.019948,-0.004432,193.716370,2.157659
0.019558,5.789957,193.716370,2.157659
0.147501,4.196995,80.379639,0.748100
0.018431,5.789957,193.716370,2.132526
0.016517,5.789957,180.894043,2.074916
0.147670,4.196995,80.379639,0.748100
0.015593,5.789957,180.894043,2.052566
0.147855,4.196995,80.379639,0.748129
0.015261,5.789957,180.894043,2.052566
0.014929,5.789957,180.894043,2.052566
0.148044,4.196995,80.379639,0.748169
0.013991,5.789957,180.894043,2.026398
0.013672,5.789957,180.894043,2.026398
0.148233,4.196995,80.379639,0.748212
0.012737,5.789957,180.894043,1.996177
0.012433,5.789957,180.894043,1.996177
0.148395,4.196995,80.379639,0.748212
0.010115,5.789957,180.894043,1.879618
0.009861,5.789957,180.894043,1.879618
0.148588,4.196995,80.379639,0.748269
0.009607,5.789957,180.894043,1.879618
0.149587,4.320542,80.379639,0.749709
0.008743,5.789957,180.894043,1.836654
0.008546,5.789957,180.894043,1.836654
0.007747,5.789957,180.894043,1.784616
0.149780,4.196995,80.379639,0.749769
0.006323,5.789957,180.894043,1.784616
0.006302,7.091241,180.894043,1.784616
0.149968,4.196995,80.379639,0.749824
0.005609,7.983046,180.894043,1.713590
0.005951,7.983046,180.894043,1.752492
0.150122,4.196995,61.979767,0.749824
0.003888,7.983046,180.894043,1.466209
0.150311,4.196995,80.379639,0.749886
0.003875,7.983046,180.894043,1.466209
0.006534,7.983046,180.894043,1.798071
0.150501,4.196995,61.979767,0.749954
0.006510,7.983046,130.829315,1.798071
0.010515,7.983046,130.829315,2.125257
0.150690,4.196995,61.979767,0.750022
0.010478,7.983046,130.829315,2.125257
0.010643,7.983046,130.829315,2.138578
0.150883,4.196995,91.963120,0.750101
0.010604,7.983046,130.829315,2.138578
0.011620,7.983046,130.829315,2.199280
0.151075,4.196995,91.963120,0.750181
0.011578,7.983046,130.829315,2.199280
0.011751,7.983046,130.829315,2.211273
0.152024,4.196995,61.979767,0.751570
0.011707,7.983046,130.829315,2.211273
0.011875,7.983046,130.829315,2.223157
0.152206,4.320542,80.379639,0.751640
0.011830,7.983046,130.829315,2.223157
0.152396,4.196995,61.979767,0.751724
0.011990,7.983046,130.829315,2.235005
0.011944,7.983046,130.829315,2.235005
0.152581,4.196995,65.107117,0.751803
0.012098,7.983046,130.829315,2.247164
0.012051,7.983046,130.829315,2.247164
0.148691,4.196995,61.979767,0.751894
0.012872,7.983046,130.829315,2.318095
0.012996,7.983046,130.829315,2.337694
0.148871,4.196995,61.979767,0.751985
0.012944,7.983046,130.829315,2.337694
0.013059,9.396581,130.829315,2.358250
0.149051,4.196995,61.979767,0.752078
0.013006,9.396581,130.829315,2.358250
0.149231,4.196995,61.979767,0.752175
0.013123,9.396581,130.829315,2.379946
0.013069,9.396581,130.829315,2.379946
0.149412,4.196995,61.979767,0.752276
0.013176,9.396581,130.829315,2.400920
0.013287,9.396581,130.829315,2.421832
0.149592,4.196995,61.979767,0.752380
0.013231,9.396581,130.829315,2.421832
0.013332,9.396581,130.829315,2.440424
0.149773,4.196995,61.979767,0.752486
0.013275,9.396581,130.829315,2.440424
0.149954,4.196995,61.979767,0.752597
0.013928,9.396581,130.829315,2.496458
0.024125,9.396581,130.829315,2.500471
0.150135,4.196995,61.979767,0.752708
0.024065,9.396581,130.829315,2.500471
0.024247,9.396581,130.829315,2.502025
0.150317,4.196995,61.979767,0.752826
0.024187,9.396581,130.829315,2.502025
0.024352,9.396581,130.829315,2.501232
0.150498,4.196995,61.979767,0.752945
0.024439,9.396581,130.829315,2.499367
0.024376,9.396581,130.829315,2.499367
0.150680,4.196995,61.979767,0.753068
0.024460,9.396581,130.829315,2.496618
0.024545,9.396581,130.829315,2.492775
0.150931,4.196995,65.107117,0.753320
0.024481,9.396581,130.829315,2.492775
0.151705,4.196995,61.979767,0.754519
0.024558,9.396581,130.829315,2.488028
0.025006,9.396581,130.829315,2.463163
0.151879,4.196995,61.979767,0.754637
0.025072,9.396581,130.829315,2.454556
0.025142,9.396581,130.829315,2.444881
0.152051,4.196995,61.979767,0.754757
0.025074,9.396581,130.829315,2.444881
0.025143,9.396581,130.829315,2.433947
0.152224,4.196995,101.898392,0.754880
0.025207,9.396581,130.829315,2.422016
0.153083,4.320542,101.898392,0.755006
0.025138,9.396581,244.441254,2.422016
0.025205,9.396581,244.441254,2.408849
0.153255,4.196995,124.402061,0.755133
0.025270,9.396581,244.441254,2.394853
0.025199,9.396581,244.441254,2.394853
0.153500,4.196995,124.402061,0.755393
0.025257,9.396581,244.441254,2.380268
0.153674,4.196995,124.402061,0.755528
0.025322,9.396581,244.441254,2.363354
0.025386,9.396581,244.441254,2.345417
0.153846,4.196995,124.402061,0.755664
0.025313,9.396581,244.441254,2.345417
0.025371,9.396581,244.441254,2.326134
0.154019,4.196995,124.402061,0.755803
0.025429,9.396581,271.929382,2.305705
0.154191,4.196995,101.898392,0.755943
0.025354,9.396581,271.929382,2.305705
0.025415,9.396581,310.636108,2.283651
0.154441,4.196995,124.402061,0.756231
0.025473,9.396581,306.043610,2.259731
0.025888,9.668076,246.705551,2.159080
0.154612,4.196995,124.402061,0.756377
0.025809,9.668076,246.705551,2.159080
0.154782,4.320542,124.402061,0.756525
0.025851,9.689831,241.327087,2.131629
0.025894,9.671337,235.558929,2.102423
0.154952,4.320542,101.898392,0.756675
0.025814,9.671337,235.558929,2.102423
0.155121,4.320542,124.402061,0.756827
0.025854,9.603598,227.954407,2.072449
0.025896,9.370546,220.350037,2.043144
0.155289,4.320542,124.402061,0.756980
0.025936,9.017385,213.325562,2.014014
0.025854,9.017385,213.325562,2.014014
0.155455,4.320542,101.898392,0.757132
0.025892,7.733626,202.633820,1.986095
0.155331,4.320542,101.898392,0.756754
0.025929,5.790739,188.843201,1.959934
0.025964,4.687130,178.216003,1.936193
0.155507,4.320542,124.402061,0.756931
0.025879,4.687130,178.216003,1.936193
0.155683,4.320542,101.898392,0.757112
0.038249,6.826917,196.728790,1.915090
0.038339,9.796453,219.490875,1.897025
0.156219,4.320542,124.402061,0.757296
0.038424,13.206714,245.643585,1.882606
0.156394,4.320542,124.402061,0.757480
0.038335,13.206714,245.643585,1.882606
0.038421,16.273098,274.692169,1.870921
0.156566,4.320542,124.402061,0.757664
0.038505,18.559742,302.460938,1.862394
0.156737,4.320542,124.402061,0.757850
0.038589,19.392918,333.350250,1.856148
0.156908,4.320542,101.898392,0.758038
0.038497,19.392918,333.350250,1.856148
0.038576,19.476192,371.838257,1.852449
0.157079,4.320542,101.898392,0.758228
0.038650,19.348541,411.125763,1.850175
0.157243,4.320542,101.898392,0.758412
0.038727,19.140747,447.333191,1.849470
0.038632,19.140747,447.333191,1.849470
0.157412,4.320542,101.898392,0.758607
0.038705,18.590822,493.968140,1.849437
0.157577,4.320542,124.402061,0.758798
0.038777,18.312265,572.127075,1.850083
0.157740,4.320542,101.898392,0.758990
0.038871,18.787918,648.775146,1.850704
0.038773,18.787918,648.775146,1.850704
0.157903,7.252157,101.898392,0.759184
0.033166,0.000000,208.800873,1.907389
0.033400,0.000000,208.800873,1.907389
0.034447,0.000000,208.800873,2.075093
0.038850,18.273119,727.500916,1.851257
0.040544,0.000000,208.800873,2.075093
0.040792,0.000000,208.800873,2.075093
0.158063,4.320542,73.145111,0.759377
0.041040,0.000000,208.800873,2.075093
0.041287,0.000000,326.723938,2.075093
0.041534,0.000000,326.723938,2.075093
0.041780,0.000000,326.723938,2.075093
0.038934,16.454788,814.316711,1.850983
0.042599,0.000000,326.723938,2.510645
0.042848,0.000000,326.723938,2.510645
0.043096,0.000000,326.723938,2.510645
0.043344,0.000000,326.723938,2.510645
0.158223,4.320542,101.898392,0.759574
0.043591,0.000000,334.523621,2.510645
0.039100,13.613088,907.371948,1.846273
0.043838,0.000000,334.523621,2.510645
0.044085,0.000000,334.523621,2.510645
0.046966,0.000000,334.523621,2.527923
0.047240,0.000000,334.523621,2.527923
0.047514,0.000000,334.523621,2.527923
0.047471,0.000000,344.883728,2.512508
0.158380,4.320542,101.898392,0.759769
0.038998,13.613088,907.371948,1.846273
0.047741,0.000000,344.883728,2.512508
0.048011,0.000000,341.287994,2.512508
0.048281,0.000000,341.287994,2.512508
0.048550,0.000000,341.287994,2.512508
0.048818,0.000000,341.287994,2.512508
0.049086,0.000000,350.068604,2.512508
0.039183,9.496204,977.399536,1.834381
0.049654,0.000000,350.068604,2.526774
0.158351,7.252157,101.898392,0.759615
0.049922,0.000000,350.068604,2.526774
0.050190,0.000000,350.068604,2.526774
0.050230,0.000000,346.036285,2.526774
0.050485,0.000000,346.036285,2.526774
0.050480,0.000000,353.189941,2.515661
