# subduction_volume_km3y, decompacted_sediment_thickness, sed_thick_0.2d, ocean_crust_carb_percent
0.069635,20.643021,270.049347,2.538918
0.070187,20.643021,270.049347,2.538918
0.066503,20.643021,270.049347,2.538918
0.067227,20.643021,270.049347,2.538918
0.133022,23.256914,326.801849,2.158725
0.056136,94.827408,2181.502441,2.203265
0.067876,19.882145,276.190308,2.509876
0.068598,19.882145,276.190308,2.509876
0.074002,23.256914,326.801849,2.158725
0.069320,19.882145,276.190308,2.509876
0.070042,19.882145,276.190308,2.509876
0.055942,94.827408,2181.502441,2.203265
0.072444,19.850927,368.812103,2.158725
0.070754,16.734375,289.477356,2.506522
0.075003,16.734375,289.477356,2.506522
0.070885,19.850927,368.812103,2.158725
0.075682,16.794268,292.808289,2.462933
0.056132,94.827408,2181.502441,2.202134
0.076471,16.794268,292.808289,2.462933
0.069326,19.850927,368.812103,2.158725
0.077260,16.794268,292.808289,2.462933
0.067766,19.850927,368.812103,2.158725
0.078048,16.794268,292.808289,2.462933
0.080636,94.827408,2181.502441,2.202134
0.078834,16.794268,292.808289,2.462933
0.079620,16.794268,292.808289,2.462933
0.110471,19.850927,368.812103,2.509464
0.080195,15.527250,299.610687,2.385871
0.080977,15.527250,299.610687,2.385871
0.080416,94.827408,2181.502441,2.202134
0.108042,19.850927,368.812103,2.509464
0.081759,15.527250,299.610687,2.385871
0.082634,14.413132,317.290924,2.418609
0.109410,16.795952,423.791138,2.615194
0.083415,14.413132,317.290924,2.418609
0.079492,94.827408,2181.502441,2.203115
0.083907,14.801167,322.872589,2.335162
0.106891,16.795952,423.791138,2.615194
0.094664,14.801167,322.872589,2.335162
0.095511,14.801167,322.872589,2.335162
0.096356,14.801167,322.872589,2.335162
0.097200,14.801167,322.872589,2.335162
0.104371,16.795952,423.791138,2.615194
0.079273,94.827408,2181.502441,2.203115
0.098042,14.801167,322.872589,2.335162
0.098246,15.069870,332.672058,2.330283
0.099081,15.069870,332.672058,2.330283
0.101849,16.795952,423.791138,2.615194
0.099915,15.069870,332.672058,2.330283
0.100747,15.069870,332.672058,2.330283
0.079052,94.827408,2181.502441,2.203115
0.101579,15.069870,332.672058,2.330283
0.073073,16.795952,423.791138,2.615194
0.101425,15.518255,342.465576,2.484094
0.102246,15.518255,342.465576,2.484094
0.103066,15.518255,342.465576,2.484094
0.071636,16.973366,495.162384,2.593875
0.105571,13.066139,370.658539,2.333341
0.079447,94.827408,2181.502441,2.202509
0.106402,13.066139,370.658539,2.333341
0.107005,11.205355,385.208099,2.310028
0.069355,16.973366,495.162384,2.593875
0.107832,11.205355,385.208099,2.310028
0.108656,11.205355,385.208099,2.310028
0.109480,11.205355,385.208099,2.310028
0.110302,11.205355,385.208099,2.310028
0.079223,94.827408,2181.502441,2.202509
0.067074,17.385149,500.513428,2.593875
0.110895,10.142982,399.884705,2.308787
0.111713,10.142982,399.884705,2.308787
0.112530,10.142982,399.884705,2.308787
0.064791,17.385149,500.513428,2.593875
0.113345,10.142982,399.884705,2.308787
0.114159,10.142982,399.884705,2.308787
0.078998,94.827408,2181.502441,2.202509
0.114704,9.884113,413.536835,2.330201
0.115513,9.884113,413.536835,2.330201
0.062508,17.385149,500.513428,2.593875
0.116321,9.884113,413.536835,2.330201
0.117127,9.884113,413.536835,2.330201
0.117932,9.884113,413.536835,2.330201
0.060225,17.385149,500.513428,2.593875
0.120390,413.396149,432.948212,2.559730
0.143231,413.396149,432.948212,2.559730
0.118689,95.824005,445.416443,2.537424
0.118736,9.884113,413.536835,2.330201
0.146147,413.396149,432.948212,2.559730
0.116542,95.824005,445.416443,2.537424
0.078773,104.163437,2181.502441,2.202509
0.114394,95.824005,445.416443,2.537424
0.149062,413.396149,432.948212,2.559730
0.112245,95.824005,445.416443,2.537424
0.151975,413.396149,432.948212,2.559730
0.124648,15.655757,509.951752,2.537424
0.119098,11.711429,479.428223,2.402062
0.154160,580.754211,504.593018,2.587329
0.121858,15.655757,509.951752,2.537424
0.157055,580.754211,504.593018,2.587329
0.159949,580.754211,504.593018,2.587329
0.119543,13.595268,506.816223,2.505660
0.119896,11.711429,479.428223,2.402062
0.116739,13.595268,506.816223,2.505660
0.154908,580.754211,504.593018,2.587329
0.113934,13.595268,506.816223,2.505660
0.171747,20.361856,601.161072,2.593875
0.120692,11.711429,479.428223,2.402062
0.111127,13.595268,506.816223,2.505660
0.157683,580.754211,504.593018,2.587329
0.108319,13.595268,506.816223,2.505660
0.105755,13.256587,499.841400,2.477838
0.121487,11.711429,479.428223,2.402062
0.102938,13.256587,499.841400,2.477838
0.159611,543.396240,511.870972,2.614264
0.100120,13.256587,499.841400,2.477838
0.122280,11.711429,479.428223,2.402062
0.169573,20.361856,601.161072,2.593875
0.097300,13.256587,499.841400,2.477838
0.162368,543.396240,511.870972,2.614264
0.094480,13.256587,499.841400,2.477838
0.078987,104.163437,519.264038,2.200431
0.122593,12.517804,491.357727,2.454558
0.165124,543.396240,511.870972,2.614264
0.087961,12.517804,491.357727,2.454558
0.123380,12.517804,491.357727,2.454558
0.167877,543.396240,511.870972,2.614264
0.085119,12.517804,491.357727,2.454558
0.167397,20.361856,601.161072,2.593875
0.124166,12.517804,491.357727,2.454558
0.170629,543.396240,511.870972,2.614264
0.173379,543.396240,511.870972,2.614264
0.163987,20.361856,601.161072,2.601508
0.175123,454.343964,507.250793,2.624690
0.177853,454.343964,507.250793,2.624690
0.078758,104.163437,519.264038,2.200431
0.180581,454.343964,507.250793,2.624690
0.161825,20.361856,601.161072,2.601508
0.183307,454.343964,507.250793,2.624690
0.184371,454.343964,507.250793,2.624690
0.185127,312.542603,542.280273,2.599653
0.187666,312.542603,542.280273,2.599653
0.254230,20.361856,601.161072,2.601508
0.190202,312.542603,542.280273,2.599653
0.192737,312.542603,542.280273,2.599653
0.195269,312.542603,542.280273,2.599653
0.249319,20.543547,613.725586,2.631522
0.197799,10.867609,565.950195,2.599653
0.197931,10.867609,565.950195,2.606865
0.200426,10.867609,565.950195,2.606865
0.202920,10.867609,565.950195,2.606865
0.211804,17.070093,585.222046,2.638842
0.209424,17.070093,585.222046,2.638842
0.207042,17.070093,585.222046,2.638842
0.204657,17.070093,585.222046,2.638842
0.204673,10.867609,565.950195,2.606865
0.202256,10.867609,565.950195,2.606865
0.078529,104.163437,519.264038,2.200431
0.246718,20.543547,613.725586,2.631522
0.187331,17.070093,585.222046,2.638842
0.244114,20.543547,613.725586,2.631522
0.218522,15.512030,767.746094,2.631522
0.187128,14.630637,746.244507,2.606925
0.216404,15.512030,767.746094,2.631522
0.189350,14.630637,746.244507,2.606925
0.214284,15.512030,767.746094,2.631522
0.079166,104.163437,519.264038,2.193158
0.210079,14.759192,760.996277,2.635774
0.191571,14.630637,746.244507,2.606925
0.207976,14.759192,760.996277,2.635774
0.202646,14.630637,746.244507,2.606925
0.204634,14.630637,746.244507,2.606925
0.206620,14.630637,746.244507,2.606925
0.210184,14.759192,760.996277,2.635774
0.205871,14.759192,760.996277,2.635774
0.212181,14.759192,760.996277,2.635774
0.214176,14.759192,760.996277,2.635774
0.078932,104.163437,519.264038,2.193158
0.078697,104.163437,519.264038,2.193158
0.078724,104.163437,631.011230,2.190390
0.078487,104.163437,631.011230,2.190390
0.078249,104.163437,631.011230,2.190390
0.078010,104.163437,631.011230,2.190390
0.077962,104.163437,631.011230,2.188271
0.092800,104.163437,631.011230,2.188271
0.092551,104.163437,631.011230,2.188271
0.092478,104.163437,631.011230,2.186639
0.090431,104.163437,631.011230,2.200957
0.090184,104.163437,631.011230,2.200957
0.094212,104.163437,631.011230,2.165716
0.093951,104.163437,631.011230,2.165716
0.093689,104.163437,631.011230,2.165716
0.093426,104.163437,631.011230,2.165716
0.093182,104.163437,631.011230,2.165694
0.092916,104.163437,631.011230,2.165694
0.092650,104.163437,631.011230,2.165694
0.092379,104.163437,631.011230,2.165711
0.092111,104.163437,631.011230,2.165711
0.091841,104.163437,631.011230,2.165711
0.096682,104.163437,631.011230,2.165882
0.096403,104.163437,631.011230,2.165882
0.096123,104.163437,631.011230,2.165882
0.092295,104.163437,631.011230,2.195527
0.092348,104.163437,631.011230,2.192966
0.092074,104.163437,631.011230,2.192966
0.091799,104.163437,631.011230,2.192966
0.091721,104.163437,631.011230,2.191151
0.091443,118.146042,631.011230,2.191151
0.091164,118.146042,631.011230,2.191151
0.091015,118.146042,631.011230,2.189919
0.090734,118.146042,631.011230,2.189919
0.090451,118.146042,631.011230,2.189919
0.090167,118.146042,631.011230,2.189919
0.089983,118.146042,631.011230,2.188963
0.089697,118.146042,631.011230,2.188963
0.089409,118.146042,631.011230,2.188963
0.089653,118.146042,631.011230,2.188148
0.087615,118.146042,1143.361450,2.201676
0.087346,118.146042,1143.361450,2.201676
0.086029,118.146042,1143.361450,2.202656
0.085761,118.146042,1143.361450,2.202656
0.085493,118.146042,1143.361450,2.202656
0.085223,118.146042,1143.361450,2.202656
0.084804,118.146042,1143.361450,2.202363
0.084533,118.146042,1143.361450,2.202363
0.084261,118.146042,1143.361450,2.202363
0.084273,118.146042,1143.361450,2.203090
0.083998,118.146042,1143.361450,2.203090
0.083723,118.146042,1143.361450,2.203090
0.083691,118.146042,1143.361450,2.203242
0.064314,118.146042,1143.361450,2.191986
0.064154,118.146042,1143.361450,2.191986
0.063994,118.146042,1143.361450,2.191986
0.088036,118.146042,1143.361450,2.196464
0.087733,118.146042,1143.361450,2.196464
0.087429,118.146042,1143.361450,2.196464
0.078905,118.146042,1143.361450,2.196464
0.078941,118.146042,1143.361450,2.199221
0.078688,118.146042,1143.361450,2.199221
0.064234,118.146042,1143.361450,2.199221
0.062934,118.146042,1143.361450,2.179768
0.063048,118.146042,1143.361450,2.186059
0.069155,118.146042,1143.361450,2.186059
0.068949,118.146042,1143.361450,2.186059
0.068742,118.146042,1143.361450,2.186059
0.068878,118.146042,1143.361450,2.192083
0.074054,118.146042,1143.361450,2.192083
0.073798,118.146042,1143.361450,2.192083
0.073542,118.146042,1143.361450,2.192083
0.065008,118.146042,1143.361450,2.192083
0.063767,118.146042,1143.361450,2.169320
0.063568,118.146042,1143.361450,2.169320
0.063369,118.146042,1326.828125,2.169320
0.075074,118.146042,1326.828125,2.169320
0.074676,118.146042,1326.828125,2.166702
0.074387,118.146042,1194.004395,2.166702
0.074097,118.146042,1194.004395,2.166702
0.073806,118.146042,1280.091553,2.166702
0.072395,118.146042,1280.091553,2.138491
0.072107,121.231079,1280.091553,2.138491
0.071818,121.231079,1280.091553,2.138491
0.071529,121.231079,1280.091553,2.138491
0.070685,121.231079,1280.091553,2.123617
0.070396,121.231079,1280.091553,2.123617
0.070106,121.231079,1280.091553,2.123617
0.069815,121.231079,1280.091553,2.123617
0.068366,121.231079,1280.091553,2.092973
0.068079,121.231079,1280.091553,2.092973
0.067791,121.231079,1280.091553,2.092973
0.068121,121.231079,1280.091553,2.092973
0.067086,121.231079,1280.091553,2.074526
0.066799,121.231079,1280.091553,2.074526
0.066512,121.231079,1280.091553,2.074526
0.065426,121.231079,1280.091553,2.055774
0.064888,121.231079,1280.091553,2.050013
0.064603,121.231079,1280.091553,2.050013
0.064317,121.231079,1280.091553,2.050013
0.063180,121.231079,1280.091553,2.030597
0.062896,121.231079,1280.091553,2.030597
0.062612,121.231079,1280.091553,2.030597
0.061436,121.231079,1280.091553,2.009856
0.061154,121.231079,1280.091553,2.009856
0.060654,121.231079,1280.091553,2.004638
0.059330,121.231079,1280.091553,1.978603
0.059053,121.231079,1280.091553,1.978603
0.058775,121.231079,1280.091553,1.978603
0.058496,121.231079,1280.091553,1.978603
0.056891,121.231079,1280.091553,1.941570
0.015895,121.231079,1280.091553,0.958038
0.015898,121.231079,1280.091553,0.958038
0.015266,121.231079,1280.091553,0.958038
0.015269,121.231079,4982.327148,0.958038
0.015271,121.231079,4982.327148,0.958038
0.019589,121.231079,4982.327148,1.108879
0.019592,121.231079,4982.327148,1.108879
0.019595,121.231079,4982.327148,1.108879
0.019013,121.231079,4982.327148,1.095011
0.019015,121.231079,5693.579102,1.095011
0.019017,121.231079,5693.579102,1.095011
0.022595,121.231079,5693.579102,1.223315
0.022597,121.231079,5693.579102,1.223315
0.025827,121.231079,5693.579102,1.223315
0.025829,179.217041,5693.579102,1.223315
0.024794,179.217041,5693.579102,1.188168
0.024795,42.168991,5693.579102,1.188168
0.026770,42.168991,5693.579102,1.330440
0.026771,42.168991,5693.579102,1.330440
0.026772,42.168991,5693.579102,1.330440
0.026772,42.168991,5693.579102,1.330440
0.026345,42.168991,1735.995361,1.315435
0.025276,42.168991,1735.995361,1.315435
0.025276,42.168991,1735.995361,1.315435
0.025275,42.168991,1735.995361,1.315435
0.025274,42.168991,1735.995361,1.315435
0.028070,42.168991,1735.995361,1.411665
0.027024,42.168991,1735.995361,1.376694
0.026552,42.168991,1735.995361,1.376694
0.026550,42.168991,1735.995361,1.376694
0.026547,42.168991,1735.995361,1.376694
0.026545,42.168991,1735.995361,1.376694
0.026542,42.168991,1735.995361,1.376694
0.016378,42.168991,1735.995361,1.038488
0.015274,42.168991,1735.995361,1.038488
0.016374,42.168991,1735.995361,1.038488
0.017937,42.168991,1735.995361,1.147404
0.026032,42.168991,1735.995361,1.359108
0.016369,42.168991,1735.995361,1.038488
0.017941,42.168991,1735.995361,1.147404
0.016365,42.168991,1735.995361,1.038488
0.014849,42.168991,1735.995361,0.982585
0.017946,42.168991,1735.995361,1.147404
0.014845,42.168991,1735.995361,0.982585
0.026028,42.168991,1735.995361,1.359108
0.017950,42.168991,1735.995361,1.147404
0.014840,42.168991,1735.995361,0.982585
0.023268,42.168991,1735.995361,1.359108
0.023071,42.168991,1735.995361,1.359108
0.014836,42.168991,1735.995361,0.982585
0.023264,42.168991,1735.995361,1.359108
0.023260,42.168991,1735.995361,1.359108
0.023256,42.168991,1735.995361,1.359108
0.023252,42.168991,1735.995361,1.359108
0.017424,42.168991,1735.995361,0.982585
0.017417,42.168991,1735.995361,0.982585
0.017942,42.168991,1735.995361,0.998669
0.017935,42.168991,1735.995361,0.998669
0.031252,42.168991,1735.995361,1.374751
0.031239,42.168991,1735.995361,1.374751
0.031226,42.168991,1735.995361,1.374751
0.026271,42.168991,1735.995361,1.374751
0.026260,42.168991,1735.995361,1.374751
0.026249,42.168991,1735.995361,1.374751
0.026237,42.168991,1735.995361,1.374751
0.026225,42.168991,1735.995361,1.374751
0.034764,42.168991,1735.995361,1.596134
0.034748,42.168991,1735.995361,1.596134
0.034731,42.168991,1735.995361,1.596134
0.000000,42.168991,1735.995361,1.194544
0.000000,42.168991,1735.995361,1.194544
0.000000,42.168991,1735.995361,1.194544
0.000000,42.168991,1735.995361,1.194544
0.000000,42.168991,1735.995361,1.634824
0.000000,42.168991,1735.995361,1.634824
