# subduction_volume_km3y, decompacted_sediment_thickness, sed_thick_0.2d, ocean_crust_carb_percent
0.015742,17.082075,333.156708,1.163839
0.009049,53.803192,78.871742,1.964898
0.015746,17.082075,333.156708,1.163839
0.007312,53.803192,78.871742,1.964898
0.007359,37.730343,75.591438,1.999218
0.008430,17.082075,333.156708,0.827604
0.007270,37.730343,75.591438,1.999218
0.008432,17.082075,333.156708,0.827604
0.007180,37.730343,75.591438,1.999218
0.007434,28.903431,79.378052,2.077657
0.005287,17.082075,333.156708,0.310508
0.006643,28.903431,79.378052,2.077657
0.005288,17.082075,333.156708,0.310508
0.006534,28.903431,79.378052,2.077657
0.005289,17.082075,333.156708,0.310508
0.006426,17.079432,66.965233,2.077657
0.016269,17.082075,333.156708,1.179607
0.006318,17.079432,66.965233,2.077657
0.007411,17.079432,66.965233,2.077657
0.016272,17.082075,333.156708,1.179607
0.004499,8.621086,79.078613,1.596109
0.016962,17.082075,333.156708,1.201808
0.000000,8.621086,79.078613,1.596109
0.000000,8.621086,79.078613,1.596109
0.016965,17.082075,333.156708,1.201808
0.000000,8.621086,79.078613,1.596109
0.017616,17.082075,333.156708,1.220386
0.000332,7.830307,87.269302,1.665296
0.000126,7.830307,87.269302,1.665296
0.017618,17.082075,333.156708,1.220386
0.000000,7.830307,87.269302,1.665296
0.017620,17.082075,333.156708,1.220386
0.000000,7.830307,87.269302,1.665296
0.018170,17.082075,333.156708,1.235860
0.000000,6.604973,93.745804,1.634700
0.000000,6.604973,93.745804,1.634700
0.019361,17.082075,333.156708,1.235860
0.000000,6.604973,93.745804,1.634700
0.019873,17.082075,333.156708,1.250250
0.000000,5.636186,94.571808,1.848799
0.019875,17.082075,333.156708,1.250250
0.000000,5.636186,94.571808,1.848799
0.000000,5.636186,94.571808,1.848799
0.019876,17.082075,333.156708,1.250250
0.000000,5.636186,94.571808,1.848799
0.020345,17.082075,333.156708,1.262210
0.000000,5.544407,97.227844,1.848799
0.000000,5.544407,97.227844,2.323286
0.020346,17.082075,2073.871582,1.262210
0.000000,5.544407,97.227844,2.323286
0.000235,0.928506,80.552353,2.323286
0.020347,17.082075,2073.871582,1.262210
0.000000,3.431679,90.417564,2.323286
0.020784,17.082075,2073.871582,1.272424
0.000000,3.431679,90.417564,2.323286
0.000000,3.431679,90.417564,2.323286
0.020784,17.082075,2073.871582,1.272424
0.000290,3.431679,90.417564,2.323286
0.000000,2.158211,88.069984,2.312065
0.021076,17.082075,2073.871582,1.280318
0.000000,2.158211,88.069984,1.895765
0.021076,17.082075,2073.871582,1.280318
0.000000,2.158211,88.069984,1.895765
0.000000,2.158211,88.069984,1.895765
0.021075,17.082075,2073.871582,1.280318
0.000000,0.110678,77.260239,1.895765
0.021357,17.082075,2073.871582,1.286750
0.000000,0.110678,77.260239,1.895765
0.000000,2.557745,94.867767,2.201811
0.021356,17.082075,2073.871582,1.286750
0.000000,2.557745,94.867767,2.201811
0.021559,17.082075,2073.871582,1.292033
0.000000,1.783224,97.447388,2.201811
0.000000,1.783224,97.447388,2.201811
0.023076,17.082075,2073.871582,1.292033
0.000000,1.783224,97.447388,2.201811
0.023104,17.082075,2073.871582,1.292033
0.000000,1.783224,97.447388,2.343723
0.060772,17.082075,2073.871582,1.603755
0.000000,9.137419,101.779327,2.343723
0.000000,9.137419,101.779327,2.343723
0.060858,17.082075,2073.871582,1.603755
0.000000,9.137419,101.779327,2.343723
0.060944,17.082075,2073.871582,1.603755
0.000000,21.360163,190.452911,2.343723
0.111302,17.082075,2073.871582,2.232086
0.000000,21.360163,190.452911,2.343723
0.000000,21.360163,190.452911,2.343723
0.111455,17.082075,2073.871582,2.232086
0.000000,43.657532,279.842163,2.051633
0.110918,17.082075,2073.871582,2.225620
0.000000,48.916836,312.802368,2.263701
0.000000,48.916836,312.802368,2.263701
0.115622,17.082075,2073.871582,2.263859
0.000000,48.916836,312.802368,2.263701
0.115777,17.082075,2073.871582,2.263859
0.000000,48.916836,312.802368,2.263701
0.000000,60.347961,334.815857,2.344719
0.115316,17.082075,2073.871582,2.260403
0.000000,60.347961,334.815857,2.344719
0.115468,17.082075,2073.871582,2.260403
0.115619,17.082075,2073.871582,2.260403
0.115227,17.082075,2073.871582,2.256596
0.115374,17.082075,2073.871582,2.256596
0.114936,17.082075,2073.871582,2.252390
0.117847,17.082075,2073.871582,2.252390
0.117997,17.082075,2073.871582,2.252390
0.117588,17.082075,2073.871582,2.248194
0.117735,17.082075,2073.871582,2.248194
0.117408,17.082075,1206.292603,2.244260
