# seafloor_age,subduction_volume_km3y,decompacted_sediment_thickness,sed_thick_0.2d,ocean_crust_carb_percent
9.98,0.01,62.48,87.02,1.76
8.53,0.12,22.33,199.46,1.71
11.33,0.01,53.62,88.06,1.81
8.38,0.12,22.33,199.46,1.70
11.33,0.01,53.62,88.06,1.81
11.33,0.01,53.62,88.06,1.81
6.77,0.11,22.33,199.46,1.62
11.33,0.01,53.62,88.06,1.81
6.60,0.11,22.33,199.46,1.61
10.42,0.01,38.50,82.91,1.78
6.60,0.11,22.33,199.46,1.61
10.42,0.01,38.50,82.91,1.78
10.42,0.01,38.50,82.91,1.78
6.60,0.11,22.33,199.46,1.61
13.21,0.01,21.53,75.85,1.88
6.42,0.10,22.33,199.46,1.60
13.21,0.01,21.53,75.85,1.88
13.21,0.01,21.53,75.85,1.88
6.42,0.10,22.33,199.46,1.60
13.21,0.00,21.53,75.85,1.88
14.94,0.01,10.10,71.83,1.96
6.29,0.10,22.33,199.46,1.59
14.94,0.01,10.10,71.83,1.96
14.94,0.01,10.10,71.83,1.96
6.29,0.10,22.33,199.46,1.59
14.94,0.01,10.10,71.83,1.96
6.16,0.10,22.33,199.46,1.58
15.85,0.01,4.40,67.49,2.00
15.85,0.01,4.40,67.49,2.00
6.16,0.10,22.33,199.46,1.58
15.85,0.01,4.40,67.49,2.00
6.16,0.10,22.33,199.46,1.58
15.85,0.01,4.40,67.49,2.00
6.04,0.11,22.33,199.46,1.58
15.85,0.01,0.93,67.55,2.00
15.85,0.01,0.93,67.55,2.00
6.04,0.11,22.33,199.46,1.58
15.85,0.01,0.93,67.55,2.00
5.92,0.11,22.33,199.46,1.57
29.76,0.02,0.64,69.33,2.25
5.92,0.11,22.33,199.46,1.57
29.76,0.02,0.64,69.33,2.25
29.76,0.02,0.64,69.33,2.25
5.92,0.11,22.33,199.46,1.57
32.18,0.01,2.54,79.45,2.29
5.81,0.11,22.33,199.46,1.56
32.18,0.01,2.54,79.45,2.29
2.76,0.00,2.54,79.45,1.29
5.81,0.11,22.33,199.46,1.56
2.76,0.00,2.54,79.45,1.29
5.73,0.11,22.33,199.46,1.56
11.29,0.01,1.86,82.64,1.81
11.29,0.01,1.86,82.64,1.81
5.73,0.11,22.33,199.46,1.56
11.29,0.00,1.86,82.64,1.81
11.29,0.00,0.42,72.06,1.81
5.65,0.11,22.33,199.46,1.55
37.16,0.01,0.42,72.06,2.29
5.65,0.11,22.33,199.46,1.55
37.16,0.01,0.42,72.06,2.29
37.16,0.01,0.42,72.06,2.29
5.65,0.11,22.33,199.46,1.55
37.16,0.01,4.27,91.64,2.29
5.58,0.11,22.33,199.46,1.55
37.16,0.01,4.27,91.64,2.29
37.16,0.01,4.27,91.64,2.29
5.58,0.11,22.33,1559.05,1.55
37.16,0.01,4.27,91.64,2.29
45.20,0.01,19.33,169.74,2.18
5.53,0.10,22.33,1559.05,1.54
3.78,0.00,19.33,169.74,1.35
5.53,0.10,22.33,1559.05,1.54
3.78,0.00,19.33,169.74,1.35
3.78,0.00,19.33,169.74,1.35
5.53,0.10,22.33,1559.05,1.54
10.19,0.00,35.56,208.59,1.77
5.49,0.06,22.33,1559.05,1.54
10.19,0.00,35.56,208.59,1.77
10.19,0.00,35.56,208.59,1.77
5.49,0.06,22.33,1559.05,1.54
10.19,0.00,63.87,284.85,1.77
28.81,0.14,22.33,1559.05,2.22
14.81,0.01,71.05,336.41,1.96
28.81,0.14,22.33,1559.05,2.22
14.81,0.01,71.05,336.41,1.96
14.81,0.01,71.05,336.41,1.96
28.81,0.14,22.33,1559.05,2.22
53.75,0.01,67.63,344.59,2.25
27.88,0.13,22.33,1559.05,2.23
53.75,0.01,67.63,344.59,2.25
29.87,0.14,22.33,1559.05,2.25
53.75,0.01,67.63,344.59,2.25
53.75,0.01,67.63,344.59,2.25
29.56,0.14,22.33,1559.05,2.25
57.09,0.01,78.46,351.99,2.32
29.56,0.14,22.33,1559.05,2.25
57.09,0.01,78.46,351.99,2.32
57.09,0.01,78.46,351.99,2.32
29.56,0.14,22.33,1559.05,2.25
56.62,0.01,107.15,369.47,2.31
56.62,0.00,107.15,369.47,2.31
29.24,0.14,22.33,1559.05,2.25
29.24,0.14,22.33,1254.65,2.25
28.95,0.14,22.33,1186.70,2.24
28.95,0.14,22.33,1186.70,2.24
28.95,0.14,22.33,1186.70,2.24
28.68,0.15,22.33,1122.88,2.24
28.68,0.15,22.33,1122.88,2.24
28.45,0.15,22.33,1061.99,2.24
28.45,0.15,22.33,1061.99,2.24
28.45,0.15,22.33,1061.99,2.24
28.21,0.15,22.33,1003.60,2.23
28.21,0.15,22.33,1003.60,2.23
28.01,0.14,22.33,952.21,2.23
28.01,0.15,22.33,952.21,2.23
27.87,0.13,22.33,897.90,2.23
27.87,0.13,22.33,897.90,2.23
29.82,0.14,22.33,897.90,2.25
29.25,0.14,22.33,847.64,2.24
29.25,0.14,22.33,847.64,2.24
29.25,0.14,22.33,847.64,2.24
27.04,0.13,22.33,806.01,2.23
27.04,0.13,22.33,806.01,2.23
25.95,0.13,22.33,769.24,2.23
25.95,0.13,22.33,769.24,2.23
25.95,0.13,22.33,769.24,2.23
25.41,0.14,22.33,735.50,2.23
25.41,0.14,22.33,735.50,2.23
25.00,0.14,22.33,706.08,2.23
25.00,0.14,22.33,706.08,2.23
25.00,0.14,22.33,706.08,2.23
25.37,0.14,22.33,706.08,2.23
25.37,0.14,22.33,706.08,2.23
24.16,0.13,22.33,706.08,2.23
24.16,0.13,22.33,706.08,2.23
24.16,0.13,22.33,706.08,2.23
23.01,0.13,22.33,706.08,2.22
23.01,0.13,22.33,706.08,2.22
21.79,0.13,22.33,706.08,2.21
21.79,0.13,22.33,706.08,2.21
21.79,0.13,22.33,706.08,2.21
20.58,0.13,22.33,706.08,2.19
20.58,0.03,22.33,706.08,2.19
20.58,0.04,22.33,706.08,2.19
19.30,0.11,22.33,706.08,2.15
19.30,0.11,22.33,706.08,2.15
20.72,0.11,22.33,706.08,2.19
19.43,0.11,22.33,706.08,2.16
19.43,0.11,22.33,706.08,2.16
19.43,0.11,22.33,706.08,2.16
18.11,0.11,22.33,706.08,2.11
18.11,0.11,22.33,706.08,2.11
18.11,0.11,22.33,706.08,2.11
18.30,0.11,22.33,706.08,2.12
18.30,0.11,22.33,706.08,2.12
16.97,0.11,22.33,706.08,2.06
16.97,0.11,22.33,706.08,2.06
16.97,0.11,22.33,706.08,2.06
16.51,0.10,22.33,706.08,2.04
16.51,0.10,22.33,706.08,2.04
17.92,0.11,22.33,706.08,2.10
16.15,0.10,22.33,706.08,2.02
16.15,0.10,22.33,706.08,2.02
17.58,0.11,22.33,706.08,2.09
17.58,0.11,22.33,706.08,2.09
19.05,0.11,22.33,706.08,2.15
19.05,0.09,22.33,706.08,2.15
19.05,0.09,22.33,706.08,2.15
20.58,0.09,22.33,706.08,2.19
29.47,0.11,22.33,706.08,2.25
29.47,0.11,22.33,706.08,2.25
40.92,0.13,22.33,706.08,2.26
40.92,0.13,22.33,706.08,2.26
40.92,0.13,22.33,706.08,2.26
43.43,0.13,22.33,706.08,2.22
42.20,0.13,22.33,706.08,2.24
44.82,0.13,22.33,706.08,2.19
44.82,0.13,22.33,706.08,2.19
44.82,0.13,22.33,706.08,2.19
47.48,0.14,22.33,706.08,2.12
47.48,0.14,22.33,706.08,2.12
47.48,0.19,22.33,706.08,2.12
49.35,0.19,22.33,706.08,2.09
51.80,0.20,22.33,706.08,2.11
51.80,0.20,22.33,706.08,2.11
53.71,0.20,22.33,706.08,2.18
53.71,0.20,22.33,706.08,2.18
53.94,0.20,22.33,706.08,2.19
53.94,0.09,22.33,706.08,2.19
53.94,0.09,22.33,706.08,2.19
53.94,0.09,22.33,706.08,2.19
53.94,0.09,22.33,706.08,2.19
53.94,0.10,22.33,706.08,2.19
53.94,0.09,22.33,706.08,2.19
54.04,0.09,22.33,706.08,2.20
54.04,0.09,22.33,706.08,2.20
54.04,0.12,22.33,706.08,2.20
54.04,0.12,22.33,706.08,2.20
54.04,0.12,22.33,706.08,2.20
54.04,0.11,22.33,706.08,2.20
54.04,0.11,22.33,706.08,2.20
54.04,0.11,22.33,389.84,2.20
54.04,0.15,22.33,389.84,2.20
53.49,0.15,22.33,384.22,2.16
53.49,0.17,22.33,384.22,2.16
