# seafloor_age,subduction_volume_km3y,decompacted_sediment_thickness,sed_thick_0.2d,ocean_crust_carb_percent
53.17,0.04,23.02,186.49,2.43
53.17,0.03,23.02,186.49,2.43
53.17,0.03,23.02,186.49,2.43
44.35,0.03,40.82,421.67,2.41
53.17,0.03,23.02,186.49,2.43
53.17,0.03,25.59,176.13,2.43
53.17,0.03,25.59,176.13,2.43
44.68,0.03,40.82,421.67,2.42
53.17,0.03,34.99,168.66,2.43
53.17,0.03,34.99,168.66,2.43
53.17,0.03,34.99,168.66,2.43
44.68,0.03,40.82,421.67,2.42
44.68,0.03,40.82,421.67,2.42
44.50,0.02,40.82,421.67,2.42
44.50,0.02,40.82,421.67,2.42
44.50,0.02,40.82,421.67,2.42
44.88,0.03,40.82,421.67,2.43
44.88,0.03,40.82,421.67,2.43
44.88,0.03,40.82,421.67,2.43
44.88,0.03,40.82,421.67,2.43
45.15,0.03,40.82,421.67,2.43
45.15,0.03,40.82,421.67,2.43
45.15,0.03,40.82,421.67,2.43
45.43,0.03,40.82,421.67,2.44
45.43,0.03,40.82,421.67,2.44
45.43,0.02,40.82,421.67,2.44
45.43,0.12,40.82,421.67,2.44
45.90,0.12,40.82,421.67,2.44
45.90,0.12,40.82,421.67,2.44
45.90,0.12,40.82,421.67,2.44
45.40,0.12,40.82,421.67,2.44
45.40,0.12,40.82,421.67,2.44
45.40,0.12,40.82,421.67,2.44
45.59,0.12,40.82,421.67,2.44
45.59,0.12,40.82,421.67,2.44
45.59,0.12,40.82,421.67,2.44
45.77,0.12,40.82,421.67,2.44
45.77,0.12,40.82,421.67,2.44
45.94,0.12,40.82,421.67,2.44
45.94,0.12,40.82,421.67,2.44
45.94,0.12,40.82,421.67,2.44
46.11,0.12,40.82,421.67,2.45
46.11,0.12,40.82,421.67,2.45
46.11,0.12,40.82,421.67,2.45
46.27,0.12,40.82,411.46,2.45
46.27,0.14,40.82,411.46,2.45
44.41,0.14,40.82,411.46,2.42
46.49,0.14,40.82,411.46,2.45
46.49,0.14,40.82,411.46,2.45
46.49,0.14,40.82,411.46,2.45
46.49,0.14,40.82,411.46,2.45
41.75,0.13,40.82,411.46,2.37
41.75,0.13,29.78,411.46,2.37
41.75,0.13,29.78,411.46,2.37
39.27,0.13,29.78,411.46,2.22
39.27,0.13,29.78,411.46,2.22
39.27,0.13,29.78,411.46,2.22
37.94,0.13,29.78,411.46,2.17
37.94,0.13,29.78,411.46,2.17
40.03,0.13,29.78,411.46,2.25
38.82,0.14,29.78,411.46,2.20
38.82,0.14,29.78,411.46,2.20
38.82,0.14,29.78,411.46,2.20
37.63,0.14,29.78,411.46,2.16
37.63,0.14,29.78,411.46,2.16
37.63,0.14,29.78,411.46,2.16
31.27,0.13,29.78,411.46,2.04
31.27,0.13,29.78,411.46,2.04
31.27,0.13,29.78,411.46,2.04
30.04,0.12,29.78,411.46,1.99
30.04,0.12,29.78,473.07,1.99
30.04,0.12,29.78,473.07,1.99
31.12,0.12,29.78,473.07,2.03
31.12,0.12,29.78,473.07,2.03
31.12,0.12,29.78,473.07,2.03
30.04,0.12,29.78,473.07,1.99
30.04,0.12,29.78,473.07,1.99
30.04,0.12,29.78,473.07,1.99
28.98,0.12,29.78,483.01,1.96
28.98,0.12,42.21,483.01,1.96
28.98,0.12,42.21,436.29,1.96
27.98,0.12,42.21,436.29,1.93
27.98,0.12,42.21,436.29,1.93
27.98,0.12,42.21,436.29,1.93
26.99,0.11,42.21,436.29,1.91
29.75,0.12,42.21,436.29,1.98
29.75,0.12,42.21,436.29,1.98
28.82,0.12,42.21,436.29,1.95
28.82,0.12,42.21,436.29,1.95
28.82,0.12,42.21,436.29,1.95
27.93,0.11,42.21,361.28,1.93
27.93,0.09,42.21,361.28,1.93
27.93,0.09,42.21,361.28,1.93
27.93,0.09,42.21,361.28,1.93
27.04,0.12,42.21,361.28,1.91
27.04,0.12,42.21,361.28,1.91
29.86,0.13,42.21,361.28,1.99
28.83,0.11,42.21,361.28,1.95
28.83,0.11,42.21,361.28,1.95
28.83,0.11,42.21,361.28,1.95
28.83,0.10,42.21,361.28,1.95
27.36,0.09,42.21,361.28,1.92
27.36,0.09,42.21,361.28,1.92
27.36,0.10,42.21,361.28,1.92
27.36,0.10,42.21,361.28,1.92
25.92,0.09,42.21,361.28,1.90
25.92,0.09,20.88,361.28,1.90
25.95,0.11,20.88,361.28,1.90
24.20,0.10,20.88,361.28,1.90
24.20,0.10,20.88,361.28,1.90
24.20,0.09,20.88,361.28,1.90
24.20,0.09,20.88,361.28,1.90
22.29,0.09,20.88,361.28,1.89
22.29,0.09,20.88,361.28,1.89
22.29,0.10,20.88,361.28,1.89
22.47,0.10,20.88,361.28,1.89
20.68,0.10,20.88,361.28,1.88
20.68,0.10,20.88,361.28,1.88
20.68,0.10,20.88,361.28,1.88
20.68,0.10,20.88,361.28,1.88
18.88,0.09,20.88,361.28,1.86
18.88,0.09,20.88,361.28,1.86
19.20,0.09,20.88,361.28,1.86
17.45,0.09,20.88,361.28,1.84
17.45,0.09,20.88,361.28,1.84
17.45,0.09,20.88,361.28,1.84
17.45,0.09,20.88,361.28,1.84
15.70,0.08,20.88,361.28,1.83
15.70,0.08,20.88,361.28,1.83
15.70,0.08,20.88,361.28,1.83
14.45,0.08,20.88,361.28,1.81
14.45,0.08,20.88,361.28,1.81
14.45,0.08,20.88,361.28,1.81
13.53,0.08,20.88,361.28,1.81
13.53,0.08,20.88,361.28,1.81
13.53,0.08,20.88,361.28,1.81
13.00,0.08,20.88,361.28,1.80
13.00,0.08,20.88,361.28,1.80
13.20,0.08,20.88,361.28,1.80
12.69,0.08,20.88,361.28,1.80
12.69,0.08,20.88,361.28,1.80
12.19,0.08,20.88,361.28,1.79
12.19,0.08,20.88,361.28,1.79
12.19,0.08,20.88,361.28,1.79
11.69,0.07,20.88,361.28,1.79
11.69,0.07,20.88,361.28,1.79
11.69,0.07,20.88,361.28,1.79
11.20,0.07,20.88,361.28,1.78
11.20,0.07,20.88,361.28,1.78
10.92,0.07,20.88,361.28,1.78
11.86,0.07,20.88,361.28,1.79
11.86,0.07,20.88,361.28,1.79
11.86,0.07,20.88,361.28,1.79
11.86,0.07,20.88,361.28,1.79
11.86,0.00,20.88,361.28,1.79
11.86,0.00,20.88,361.28,1.79
10.53,0.00,20.88,361.28,1.77
10.53,0.01,20.88,361.28,1.77
10.53,0.01,20.88,361.28,1.77
10.53,0.01,20.88,361.28,1.77
10.53,0.01,20.88,361.28,1.77
10.53,0.01,20.88,361.28,1.77
10.53,0.01,20.88,361.28,1.77
10.53,0.02,20.88,361.28,1.77
10.53,0.02,20.88,361.28,1.77
9.50,0.03,20.88,361.28,1.75
9.50,0.03,20.88,361.28,1.75
9.50,0.02,20.88,361.28,1.75
9.18,0.02,20.88,361.28,1.74
9.18,0.01,20.88,361.28,1.74
9.18,0.01,20.88,361.28,1.74
9.18,0.02,20.88,361.28,1.74
8.79,0.02,20.88,361.28,1.73
8.79,0.02,20.88,361.28,1.73
8.79,0.01,20.88,361.28,1.73
8.79,0.01,20.88,361.28,1.73
8.46,0.01,20.88,361.28,1.72
8.04,0.00,20.88,361.28,1.71
8.04,0.00,20.88,361.28,1.71
8.04,0.01,20.88,361.28,1.71
8.04,0.01,20.88,361.28,1.71
8.04,0.00,20.88,361.28,1.71
7.57,0.00,20.88,361.28,1.69
7.57,0.00,20.88,361.28,1.69
7.29,0.01,20.88,361.28,1.68
7.29,0.01,20.88,361.28,1.68
7.29,0.00,20.88,361.28,1.68
7.29,0.00,20.88,361.28,1.68
7.29,0.00,20.88,361.28,1.68
6.59,0.00,20.88,361.28,1.64
6.49,0.00,20.88,361.28,1.64
6.49,0.00,20.88,361.28,1.64
6.49,0.00,20.88,361.28,1.64
6.49,0.00,20.88,361.28,1.64
6.49,0.00,20.88,361.28,1.64
4.23,0.00,20.88,361.28,1.49
4.23,0.00,20.88,361.28,1.49
4.23,0.01,20.88,361.28,1.49
3.72,0.00,20.88,361.28,1.45
3.72,0.00,20.88,361.28,1.45
3.72,0.00,20.88,361.28,1.45
1.77,0.00,20.88,361.28,1.23
1.77,0.00,20.88,361.28,1.23
1.77,0.01,20.88,361.28,1.23
1.12,0.01,20.88,361.28,1.10
1.12,0.01,20.88,361.28,1.10
1.12,0.01,20.88,361.28,1.10
1.12,0.01,20.88,361.28,1.10
5.20,0.01,20.88,361.28,1.56
5.20,0.01,20.88,361.28,1.56
5.20,0.01,20.88,361.28,1.56
5.20,0.02,20.88,361.28,1.56
5.20,0.02,20.88,361.28,1.56
4.79,0.02,20.88,361.28,1.53
4.79,0.02,20.88,361.28,1.53
7.99,0.01,20.88,361.28,1.70
7.99,0.01,20.88,361.28,1.70
7.99,0.02,20.88,361.28,1.70
7.99,0.02,20.88,361.28,1.70
7.99,0.02,20.88,361.28,1.70
7.99,0.02,20.88,361.28,1.70
10.16,0.02,20.88,361.28,1.76
10.16,0.02,20.88,361.28,1.76
10.52,0.02,20.88,361.28,1.77
10.52,0.02,20.88,361.28,1.77
10.52,0.02,6.47,361.28,1.77
10.52,0.02,6.47,361.28,1.77
10.52,0.03,6.47,419.59,1.77
10.52,0.03,6.47,419.59,1.77
10.52,0.03,6.47,419.59,1.77
12.97,0.03,6.47,419.59,1.80
12.97,0.03,6.47,419.59,1.80
14.44,0.04,6.47,419.59,1.81
14.44,0.04,6.47,419.59,1.81
14.44,0.04,6.47,419.59,1.81
14.44,0.03,6.47,419.59,1.81
14.44,0.03,6.47,419.59,1.81
14.44,0.04,6.47,419.59,1.81
30.33,0.04,9.12,419.59,2.00
30.33,0.04,9.12,419.59,2.00
18.68,0.04,6.47,419.59,1.86
30.33,0.04,9.12,419.59,2.00
30.33,0.04,9.12,260.57,2.00
30.33,0.04,9.12,260.57,2.00
30.33,0.03,9.12,419.59,2.00
31.62,0.04,8.96,260.57,2.05
31.62,0.04,8.96,260.57,2.05
31.62,0.04,8.96,260.57,2.05
31.62,0.04,8.96,260.57,2.05
31.62,0.04,8.96,260.57,2.05
28.99,0.03,9.12,419.59,1.96
30.24,0.06,8.96,260.57,2.00
28.99,0.03,9.12,419.59,1.96
28.99,0.03,9.12,419.59,1.96
28.99,0.03,9.12,419.59,1.96
30.24,0.06,8.96,260.57,2.00
18.68,0.04,10.68,419.59,1.86
28.99,0.03,9.12,419.59,1.96
29.32,0.02,9.12,419.59,1.97
32.13,0.07,8.96,260.57,2.06
29.32,0.02,9.12,419.59,1.97
29.32,0.02,9.12,419.59,1.97
32.13,0.07,8.96,260.57,2.06
18.68,0.04,10.68,419.59,1.86
29.32,0.02,9.12,419.59,1.97
29.32,0.02,9.12,419.59,1.97
32.13,0.07,8.96,260.57,2.06
27.97,0.02,9.12,419.59,1.93
27.97,0.02,9.12,419.59,1.93
18.68,0.04,10.68,419.59,1.86
32.13,0.07,8.96,260.57,2.06
27.97,0.02,9.12,419.59,1.93
27.97,0.02,9.12,419.59,1.93
31.11,0.07,8.96,260.57,2.03
27.97,0.02,9.12,419.59,1.93
18.68,0.04,10.68,419.59,1.86
