# seafloor_age,subduction_volume_km3y,decompacted_sediment_thickness,sed_thick_0.2d,ocean_crust_carb_percent
6.974456,0.006975,94.000259,116.614418,1.668246
31.691576,0.244469,16.573059,1696.989258,2.260155
6.974456,0.006846,94.000259,116.614418,1.668246
8.641520,0.005334,80.275093,107.829659,1.741488
31.433199,0.243421,16.573059,1696.989258,2.261138
8.641520,0.005212,80.275093,107.829659,1.741488
8.641520,0.005090,80.275093,107.829659,1.741488
31.433199,0.243368,16.573059,1696.989258,2.261138
8.274219,0.004861,66.219315,99.624588,1.724282
31.179256,0.242328,16.573059,1696.989258,2.261877
8.274219,0.004742,66.219315,99.624588,1.724282
8.274219,0.003237,66.219315,99.624588,1.724282
31.179256,0.242269,16.573059,1696.989258,2.261877
11.621901,0.003673,46.673920,91.264496,1.906496
11.621901,0.000000,46.673920,91.264496,1.906496
30.955334,0.241337,16.573059,1762.387695,2.262306
11.621901,0.000000,46.673920,91.264496,1.906496
30.695538,0.240260,16.573059,1762.387695,2.262542
11.621901,0.000000,29.413300,83.687363,1.906496
11.621901,0.000000,29.413300,83.687363,1.906496
30.695538,0.240194,16.573059,1762.387695,2.262542
11.621901,0.000000,29.413300,83.687363,1.906496
11.621901,0.000000,18.933447,79.899368,1.906496
30.469168,0.243468,16.573059,1762.387695,2.262553
2.340909,0.000000,18.933447,79.899368,1.247182
2.340909,0.000000,18.933447,79.899368,1.247182
30.469168,0.243395,16.573059,1762.387695,2.262553
2.340909,0.000000,18.933447,79.899368,1.247182
0.947218,0.000000,15.209919,77.199814,1.230828
30.235432,0.242386,16.573059,1849.820068,2.262325
0.947218,0.000000,15.209919,77.199814,1.230828
0.947218,0.000000,15.209919,77.199814,1.230828
30.235432,0.242308,16.573059,1849.820068,2.262325
1.546633,0.000000,19.542551,83.348686,1.263451
30.017183,0.241352,16.573059,1849.820068,2.261822
1.546633,0.000000,19.542551,83.348686,1.263451
1.546633,0.000000,19.542551,83.348686,1.263451
30.017183,0.241269,16.573059,1828.250977,2.261822
1.400805,0.000000,17.596781,92.467102,1.139749
1.400805,0.000000,17.596781,92.467102,1.139749
29.807034,0.240338,16.573059,1828.250977,2.261089
1.400805,0.000000,17.596781,92.467102,1.139749
8.766555,0.000000,13.504188,95.644363,1.753588
29.608427,0.239448,16.573059,1828.250977,2.260192
8.766555,0.000000,13.504188,95.644363,1.753588
29.608427,0.239358,16.573059,1828.250977,2.260192
8.766555,0.000000,13.504188,95.644363,1.753588
8.766555,0.000000,13.504188,95.644363,1.753588
29.407345,0.238450,17.306990,1828.250977,2.259083
8.766555,0.000000,24.138287,140.632706,1.753588
8.766555,0.000000,76.044296,244.544159,1.753588
29.407345,0.238354,17.306990,1828.250977,2.259083
35.581455,0.000000,76.044296,244.544159,2.237371
35.581455,0.000000,76.044296,244.544159,2.237371
29.213970,0.237471,17.306990,1828.250977,2.257831
35.581455,0.001056,80.721146,277.843506,2.237371
35.581455,0.000548,80.721146,277.843506,2.237371
27.240509,0.229212,17.306990,1828.250977,2.233475
35.581455,0.000040,80.721146,277.843506,2.237371
7.247332,0.000000,93.195000,304.372681,1.668242
27.052944,0.228321,17.306990,1828.250977,2.230524
7.247332,0.000000,93.195000,304.372681,1.668242
7.247332,0.000000,93.195000,304.372681,1.668242
27.052944,0.241425,17.306990,1828.250977,2.230524
7.247332,0.000000,93.195000,304.372681,1.668242
7.247332,0.000000,94.863525,357.327820,1.668242
28.327822,0.246946,17.306990,1828.250977,2.248977
7.247332,0.000000,145.831879,444.099487,1.668242
53.017353,0.000000,145.831879,444.099487,2.300848
28.327822,0.246841,17.306990,1032.197021,2.248977
53.017353,0.000000,137.684280,473.817444,2.300848
53.017353,0.000000,137.684280,473.817444,2.300848
32.881264,0.265824,17.306990,1032.197021,2.253972
53.017353,0.000000,137.684280,473.817444,2.300848
53.012932,0.000000,137.684280,473.817444,2.301725
32.881264,0.265705,17.306990,1032.197021,2.253972
53.012932,0.000000,174.453552,497.423889,2.301725
37.222927,0.282564,17.306990,1032.197021,2.225288
53.012932,0.000000,174.453552,497.423889,2.301725
53.012932,0.000000,174.453552,497.423889,2.301725
