# seafloor_age,subduction_volume_km3y,decompacted_sediment_thickness,sed_thick_0.2d,ocean_crust_carb_percent
34.99,0.06,28.18,353.83,2.25
35.20,0.08,28.18,353.83,2.26
35.20,0.08,28.18,353.83,2.26
35.20,0.08,28.18,353.83,2.26
35.37,0.08,28.18,353.83,2.26
35.37,0.08,28.18,353.83,2.26
35.37,0.08,28.18,353.83,2.26
35.58,0.08,28.18,353.83,2.27
35.58,0.08,28.18,353.83,2.27
35.58,0.08,28.18,353.83,2.27
35.80,0.08,28.18,353.83,2.28
35.80,0.08,28.18,353.83,2.28
35.80,0.08,28.18,353.83,2.28
36.03,0.08,28.18,353.83,2.29
36.03,0.08,28.18,353.83,2.29
36.03,0.08,28.18,366.01,2.29
36.24,0.08,28.18,366.01,2.30
36.24,0.08,28.18,366.01,2.30
36.24,0.08,28.18,366.01,2.30
36.24,0.08,28.18,366.01,2.30
36.45,0.08,28.18,366.01,2.31
36.45,0.08,28.18,366.01,2.31
36.45,0.08,28.18,366.01,2.31
36.65,0.08,28.18,366.01,2.32
36.65,0.08,28.18,366.01,2.32
36.65,0.08,28.18,366.01,2.32
36.85,0.08,28.18,366.01,2.32
36.85,0.08,28.18,366.01,2.32
36.85,0.08,28.18,366.01,2.32
36.86,0.10,28.18,366.01,2.32
36.86,0.10,28.18,366.01,2.32
36.86,0.10,28.18,366.01,2.32
36.85,0.11,28.18,366.01,2.32
36.85,0.11,28.18,366.01,2.32
36.85,0.11,15.50,366.01,2.32
36.99,0.11,15.50,366.01,2.33
36.99,0.11,15.50,366.01,2.33
35.27,0.11,15.50,366.01,2.26
35.36,0.11,15.50,366.01,2.26
35.36,0.11,15.50,366.01,2.26
35.36,0.15,15.50,366.01,2.26
35.45,0.15,15.50,366.01,2.27
35.45,0.15,15.50,366.01,2.27
35.45,0.15,15.50,366.01,2.27
35.51,0.15,15.50,366.01,2.27
35.51,0.15,15.50,366.01,2.27
35.51,0.15,15.50,366.01,2.27
35.51,0.15,15.50,366.01,2.27
35.59,0.16,15.50,366.01,2.27
35.59,0.16,15.50,366.01,2.27
35.59,0.16,15.50,366.01,2.27
45.80,0.18,15.50,366.01,2.42
45.80,0.18,15.50,366.01,2.42
42.89,0.18,15.50,366.01,2.40
45.96,0.15,15.50,366.01,2.39
45.96,0.15,15.50,366.01,2.39
45.96,0.21,15.50,366.01,2.39
45.15,0.21,15.50,366.01,2.39
45.15,0.21,15.50,366.01,2.39
45.15,0.21,15.50,366.01,2.39
44.31,0.21,15.50,366.01,2.40
44.31,0.22,15.50,366.01,2.40
44.31,0.22,15.50,366.01,2.40
44.31,0.22,15.50,366.01,2.40
43.43,0.22,15.50,366.01,2.41
43.43,0.22,15.50,366.01,2.41
40.40,0.21,15.50,366.01,2.41
40.40,0.21,15.50,366.01,2.41
40.40,0.22,15.50,366.01,2.41
39.55,0.22,15.50,366.01,2.39
39.55,0.22,15.50,366.01,2.39
39.55,0.22,15.50,366.01,2.39
38.64,0.22,15.50,366.01,2.38
38.64,0.22,15.50,366.01,2.38
38.64,0.22,15.50,351.43,2.38
37.74,0.22,15.50,351.43,2.35
37.74,0.22,15.50,351.43,2.35
37.74,0.22,15.50,351.43,2.35
36.82,0.22,15.50,351.43,2.32
