# seafloor_age,subduction_volume_km3y,decompacted_sediment_thickness,sed_thick_0.2d,ocean_crust_carb_percent
41.08,0.00,10.06,783.70,2.44
41.08,0.03,10.06,783.70,2.44
41.08,0.00,10.06,783.70,2.44
40.60,0.04,10.06,783.70,2.44
40.34,0.04,10.06,783.70,2.43
39.96,0.04,10.06,783.70,2.43
39.96,0.07,10.06,783.70,2.43
38.78,0.07,10.06,783.70,2.42
37.31,0.07,10.06,783.70,2.41
37.04,0.07,10.06,783.70,2.41
34.39,0.06,10.06,783.70,2.38
28.42,0.06,10.06,783.70,2.32
25.74,0.05,10.06,783.70,2.27
21.13,0.05,10.06,783.70,2.13
20.02,0.05,10.06,783.70,2.09
20.37,0.04,10.06,783.70,2.10
20.37,0.04,10.06,783.70,2.10
20.95,0.04,10.06,783.70,2.12
21.62,0.04,10.06,783.70,2.14
22.35,0.04,10.06,783.70,2.17
23.15,0.04,10.06,783.70,2.20
23.98,0.05,10.06,783.70,2.23
23.98,0.04,10.06,783.70,2.23
24.85,0.05,10.06,783.70,2.25
25.72,0.04,10.06,717.86,2.27
26.58,0.04,10.06,717.86,2.29
27.43,0.05,10.06,717.86,2.31
28.26,0.05,10.06,717.86,2.32
29.06,0.05,10.06,717.86,2.33
29.06,0.05,10.06,717.86,2.33
29.82,0.05,10.06,717.86,2.34
30.54,0.05,10.06,717.86,2.34
31.20,0.05,10.06,717.86,2.35
31.79,0.05,10.06,717.86,2.36
32.29,0.05,10.06,717.86,2.36
32.29,0.04,10.06,717.86,2.36
32.69,0.04,10.06,717.86,2.37
32.94,0.04,10.06,717.86,2.37
33.03,0.04,10.06,717.86,2.37
33.03,0.04,10.06,717.86,2.37
32.90,0.04,10.06,717.86,2.37
35.98,0.04,10.06,717.86,2.40
35.98,0.03,10.06,717.86,2.40
35.87,0.03,10.06,717.86,2.40
35.49,0.03,10.06,717.86,2.39
34.77,0.03,10.06,717.86,2.39
34.77,0.03,10.06,717.86,2.39
33.65,0.03,10.06,717.86,2.38
32.11,0.03,10.06,717.86,2.36
30.17,0.03,10.06,717.86,2.34
30.17,0.03,10.06,717.86,2.34
27.56,0.03,10.06,717.86,2.31
23.58,0.03,10.06,717.86,2.21
23.58,0.03,10.06,717.86,2.21
20.14,0.03,10.06,717.86,2.09
21.39,0.03,10.06,717.86,2.14
