LATITUDE,LONGITUDE,AGE,CU
35.38,138.7,0.0555,60.0
35.5,136.5,1.305,8.0
35.8,137.9,71.1,2.0
33.5,130.5,105.5,14.0
35.8,136.0,778.0,10.0
35.0,136.0,275.0,96.0
32.6,129.4,11.5,19.8
15.168,120.322,-1.8e-05,46.0
24.83,121.33,14.15,29.0
35.35,138.73,-0.000302,94.0
24.83,121.33,14.15,44.0
33.5,130.5,105.5,4.0
15.5717,116.15799999999999,5.855,42.4
34.0,130.0,87.0,5.9
32.75,130.3,-1.8e-05,9.0
24.8,121.17,14.15,54.0
25.0,124.0,0.0049,6.0
32.2,130.3,158.25,25.0
34.5,131.8,60.65,3.0
34.7,135.6,275.0,51.0
35.2,134.6,1.305,86.3
35.5,136.8,275.0,81.0
25.0,118.9,82.55,1.25
32.6,129.4,11.5,43.8
24.8,121.17,11.0,40.0
32.6,129.4,11.5,29.9
34.0,130.0,87.0,2.3
22.97,121.3,12.8,37.0
33.0,130.0,32.75,29.0
32.6,129.4,11.5,82.1
35.2,137.0,105.5,2.0
36.0,136.0,14.15,27.0
1.3167,124.9,3.0,73.0
24.82,121.1,14.15,36.0
25.0,120.0,3.95,38.9
33.0,130.0,32.75,1.0
35.35,138.73,-0.000302,74.0
31.0,130.0,12.8,31.0
35.8,137.9,85.2,5.0
33.5,130.5,105.5,3.0
34.5,131.8,60.65,44.0
32.6,129.4,11.5,23.8
32.6,129.4,11.5,27.5
33.5,134.0,158.25,55.0
32.6,129.4,11.5,32.2
15.13,120.35,-1.8e-05,110.0
32.8,131.5,158.25,94.5
33.8,134.2,158.25,54.0
32.6,129.4,11.5,31.5
32.75,130.3,-1.4999999999999999e-05,14.0
32.7,132.8,16.0,1.1
24.83,121.33,14.15,55.0
33.0,130.0,32.75,20.0
23.07,120.38,14.15,47.0
26.7,121.7,60.65,31.0
35.4,133.0,13.8,32.0
35.0,136.0,275.0,87.0
35.5,136.0,105.5,2.0
35.8,136.0,158.25,12.0
24.8,121.17,14.15,64.0
33.5,130.5,105.5,4.0
34.0,130.0,1.305,19.0
33.5,130.5,105.5,6.0
33.0,130.0,32.75,20.0
24.8,121.17,11.0,55.0
35.65,137.833,1.305,25.4
34.0,130.0,1.305,32.0
35.38,138.7,0.0555,175.0
35.0,136.0,275.0,94.0
34.0,130.0,87.0,1.8
35.2,137.0,105.5,4.0
23.85,120.76700000000001,1.305,55.0
26.7,121.7,60.65,78.0
32.6,129.4,11.5,18.1
35.38,138.7,0.0055,205.0
34.5,131.8,60.65,6.0
34.8,136.0,105.5,3.0
24.8,121.17,14.15,52.0
35.35,138.73,-0.000302,74.0
35.4,133.0,13.8,8.0
25.0,120.0,1.305,27.6
33.0,130.0,32.75,32.0
34.38,134.12,82.9,5.0
25.15,121.5,3.95,134.0
35.38,138.7,0.0555,115.0
34.5,131.8,60.65,53.0
34.0,130.0,1.305,12.0
32.6,129.4,11.5,33.6
15.25,120.28399999999999,-1.8e-05,64.0
25.48,122.1,3.95,38.0
35.5,136.8,173.55,56.0
34.8,136.0,105.5,1.0
35.38,138.7,0.0555,166.0
32.2,130.3,158.25,15.0
34.5,131.8,60.65,1.0
31.0,130.0,12.8,85.0
24.83,121.33,14.15,47.0
34.0,130.0,87.0,1.8
33.0,130.0,32.75,17.0
35.0,136.5,1.305,6.0
35.8,136.0,158.25,10.0
25.0,118.9,82.55,1.78
35.2,134.6,1.305,26.8
34.5,131.8,60.65,1.0
35.5,136.0,105.5,4.0
35.35,138.73,-0.000302,71.0
35.2,137.0,105.5,2.0
35.5,136.8,173.55,94.0
33.0,130.0,32.75,17.0
35.2,134.6,1.305,58.1
23.85,120.76700000000001,1.305,28.5
35.5,136.0,105.5,3.0
23.58,119.5,12.8,73.0
35.35,138.73,-0.000302,84.0
23.07,120.38,14.15,43.0
31.0,130.0,12.8,38.0
35.0,132.0,8.04e-05,38.0
33.0,130.0,32.75,32.0
35.0,136.2,275.0,171.0
24.83,121.33,14.15,65.0
34.8,136.0,105.5,1.0
34.0,130.0,87.0,4.5
25.03,121.67,12.8,17.5
22.97,121.3,12.8,23.0
25.5,122.0,3.95,32.8
32.8,131.5,158.25,35.0
24.93,121.37,14.15,57.0
25.0,120.0,3.95,39.1
34.5,131.8,60.65,1.0
23.85,120.76700000000001,1.305,51.0
32.8,131.5,158.25,67.2
34.7,135.6,275.0,28.0
32.6,129.4,11.5,15.1
35.0,132.0,8.340000000000001e-05,74.0
35.35,138.73,-0.000302,169.0
23.85,120.76700000000001,1.305,45.0
25.0,118.9,82.55,7.96
15.5717,116.15799999999999,5.855,39.8
31.4,130.5,271.0,30.0
24.8,121.17,14.15,64.0
32.72,132.53,16.0,5.2
23.85,120.76700000000001,1.305,52.0
25.0,120.0,32.75,91.7
33.5,130.5,105.5,4.0
31.4,130.5,271.0,40.0
35.0,132.0,8.340000000000001e-05,32.0
25.08,121.57,21.5,41.0
34.8,136.0,105.5,6.0
31.0,130.0,12.8,38.0
15.5717,116.15799999999999,5.855,43.3
24.82,121.1,14.15,38.0
36.0,136.0,14.15,19.0
34.0,130.0,87.0,4.0
35.35,138.73,-0.000302,15.0
15.1111,120.30799999999999,-1.8e-05,45.0
