SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	METHOD	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	CU
MHY-2-1		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; CHEN, CHANG-HWA; CHEN, CHENG-HONG, 2002		25.48	122.1	0.01	0	1.3	2.6	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		32.1
2450		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		29
94101002		GEOROC	FUJII, H.; TAINOSHO, Y.; KAGAMI, H.; KAKIUCHI, T., 2000		34.5	135.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		7
74H133		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	GRANITE		51
JF-6C		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		147
H-16		GEOROC	KAWABE, I., 1974		34	136	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	DOLERITE		92
R-22		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A.; KOIZUMI, K., 2008		35	136.2	0.01	251	275	299	INAA	IGNEOUS	VOLCANIC	MAFIC	BASALT		149
MF12		GEOROC	MORRIS, P. A.; ITAYA, T., 1997		35.4	133	0.01	11.6	13.8	16	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		18
500-21		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		25
7		GEOROC	HATTORI, K., 1993		15.13	120.35	0.01				EMP (EPMA)	IGNEOUS	VOLCANIC	MAFIC	BASALT		19.48
90731-1		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A., 2004		35.1	134.7	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	AMPHIBOLITE		20
AW204		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		2
NW1-6		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		33.8	134.2	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		136
SU18		GEOROC	TIBA, T., 1989		29.63	129.72	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		32.3
NA08		GEOROC	TIBA, T., 1989		29.85	129.87	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		48.1
N216		GEOROC	JUANG, WEN-SHING, 1996		24.82	121.1	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		54
A-1		GEOROC	CHANG, M.-D.; CHEN, JU-CHIN, 1979		24.85	121.92	0.01				AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		57.9
K8(90031906)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.7	132.8	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		18.2
824-7		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		11
1-2B		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		69.9
NA04		GEOROC	TIBA, T., 1989		29.85	129.87	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		34.9
L-302		GEOROC	CHUNG, SUN-LIN; JAHN, B.-M.; CHEN, SHU-JEN; LEE, TYPHOON; CHEN, CHENG-HONG, 1995		24.8	121.17	0.01	9	11	13	XRF	IGNEOUS	VOLCANIC	MAFIC	BASANITE		69
0601		GEOROC	XU, HAIJIN, 1988		36.3	133.3	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		35.4
IS-TFN		GEOROC	CHEN, JU-CHIN; KATO, Y., 1989		24.5	124	0.01	33.9	44.85	55.8	NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		22
F28		GEOROC	YUGE, T.; IMAOKA, T.; IIZUMI, S., 1998		34	130	0.01	87	87	87	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		10.8
JF-5B		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		75
422		GEOROC	SUDA, Y., 2004		35.2	134.6	0.01	0.01	1.305	2.6	XRF	IGNEOUS	PLUTONIC	UNKNOWN	HORNBLENDITE		0
SU10		GEOROC	TIBA, T., 1989		29.63	129.72	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		45.7
93083002M		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		2
K5(90031807)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.7	132.8	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		14.2
KT-84-14P-1, 1-2 CM		GEOROC	KIMURA, M.; KANEOKA, I.; KATO, Y.; YAMAMOTO, S.; KUSHIRO, I.; TOKUYAMA, H.; KINOSHITA, H.; ISEZAKI, N.; MASAKI, H.; OSHIDA, A.; UYEDA, S.; HILDE, T. W. C., 1986	DELP-84	29.06	127.5	0.01				NOT GIVEN	SEDIMENTARY	UNKNOWN	UNKNOWN	MUD		36.4
F-93		GEOROC	KAWABE, I., 1974		35.5	136	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		81
K9(90032105)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.7	132.8	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		20.4
600-7		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		31
T95005		GEOROC	LAI, YU-MING; SONG, SHENG-RONG; IIZUKA, Y., 2008		22.97	121.3	0.01	2.6	12.8	23	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		34
MIN25		GEOROC	ELBURG, M. A.; FODEN, J. D., 1998		1.358	124.792	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		18
AW043		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
KW-55		GEOROC	STEIN, G.; CHARVET, J.; LAPIERRE, H.; FABBRI, O., 1994		32.7	132.8	0.01				ICPMS	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		37
KA9		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		32.2	130.3	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		38
K-108		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25	120	0.01	2.6	3.95	5.3	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		18.7
93092602		GEOROC	NAGAO, TAKASHI; HASE, Y.; NAGAMINE, S.; KAKABUCHI, S.; SAKAGUCHI, K., 1999		31	130	0.01	2.6	12.8	23	NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		23
357405		GEOROC	MACPHERSON, C. G.; DREHER, S. T.; THIRLWALL, M. F., 2006		9.702	125.504	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ADAKITE		22
AY-61		GEOROC	BAU, M.; KNITTEL, U., 1993		15.67	120.65	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		118
T51904-4		GEOROC	KUSHENDRATNO, ; PALLISTER, J. S.; KRISTIANTO, ; BINA, F. R.; MCCAUSLAND, W.; CARN, S. A.; HAERANI, N.; GRISWOLD, J.; KEELER, R., 2012		1.25	124.87	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		16
991121-6		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A., 2004		35.1	134.7	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	GABBRO		122
TAR-3		GEOROC	KANEKO, T., 1995		35	136.5	0.01	0.01	1.305	2.6	XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		12
JI-10		GEOROC	YUHARA, MASAKI; KAGAMI, H., 1999		34.5	136	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	NOT-GIVEN		30
LUZ616A		GEOROC	EVANS, C. A.; CASTANEDA, G.; FRANCO, H., 1991		15.45	120.3	0.01				DCPAES	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		14
760520-2		GEOROC	IMAOKA, T., 1986		34.5	131.8	0.01	55.8	60.65	65.5	NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		6
760510-13		GEOROC	IMAOKA, T., 1986		34.5	131.8	0.01	55.8	60.65	65.5	NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		42
417		GEOROC	SUDA, Y., 2004		35.2	134.6	0.01	0.01	1.305	2.6	XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		2.6
118-2		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		20.8
TSK1-7		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		34.8	133	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		53
C716B		GEOROC	JUANG, WEN-SHING, 1996		24.83	121.33	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		44
2064-3CSC3		GEOROC	KANEKO, K.; INOUE, K.; KOYAGUCHI, T.; YOSHIKAWA, M.; SHIBATA, T.; TAKAHASHI, T.; FURUKAWA, K., 2015		33.0851	131.166	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		61
75031604		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	MONZOGRANITE		4
072006		GEOROC	OHTA, T.; AOKI, K.-I., 1991		33.1	131.4	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		18
AW394		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		13
SR-42		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.12	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		7
NW1-1		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		33.8	134.2	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		87
DZ38		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		35.9999	133.049	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	TRACHYTE		8
JF-21D		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		79
TSK2-14		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		34.8	133	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		25
115		GEOROC	DEFANT, M. J.; MAURY, R. C.; RIPLEY, E. M.; FEIGENSON, M. D.; JACQUES, D., 1991		14.53	120.5	0.01				XRF/AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		32
W-39		GEOROC	CHUNG, SUN-LIN; JAHN, B.-M.; CHEN, SHU-JEN; LEE, TYPHOON; CHEN, CHENG-HONG, 1995		24.8	121.17	0.01	9	11	13	XRF	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		40
NAK-53		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	92.7	92.7	92.7	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
T-173-1		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		34.8	136	0.01	82.5	82.5	82.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		3
KO38		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		32.2	130.3	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		69
760		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		25
KM-15		GEOROC	CHEN, CHENG-HONG, 1986		25.03	121.67	0.01	2.6	12.8	23	AAS	IGNEOUS	PLUTONIC	EXOTIC	LAMPROPHYRE		22
114-3C		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		19.9
21117-4G		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A., 2005		35.5	136.8	0.01	145.5	173.55	201.6	XRF	IGNEOUS	VOLCANIC	UNKNOWN	PICRITE		42
KO-4		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25.93	123.68	0.01	2.6	3.95	5.3	ICPMS	IGNEOUS	VOLCANIC	MAFIC	BASALT		83
KM-22		GEOROC	CHEN, CHENG-HONG, 1986		25.03	121.67	0.01	2.6	12.8	23	AAS	IGNEOUS	PLUTONIC	EXOTIC	LAMPROPHYRE		58
UN-1		GEOROC	IMAOKA, T.; NAKASHIMA, K.; KAMEI, A.; ITAYA, T.; OHIRA, T.; NAGASHIMA, M.; KONO, N.; KIJI, M., 2014		34.7	135.3	0.01				XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		27
07.03.06.02		GEOROC	KIYOSUGI, K.; HORIKAWA, Y.; NAGAO, T.; ITAYA, T.; CONNOR, C. B.; TANAKA, K., 2014		34.5246	131.617	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		30
126-2		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		45
C734B		GEOROC	JUANG, WEN-SHING, 1996		24.83	121.33	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		57
4103004		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		35	133.2	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	GABBRO		42
OTO-9		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		20
KU-30		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	71.1	71.1	71.1	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		36
OK-2		GEOROC	STEIN, G.; CHARVET, J.; LAPIERRE, H.; FABBRI, O., 1994		32.5	131.5	0.01				ICPMS	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		17
5		GEOROC	HATTORI, K., 1993		15.13	120.35	0.01				EMP (EPMA)	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		56.86
66T-128		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		34.8	136	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		4
O15		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.72	132.53	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		5.3
SR-05		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.12	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
HO17		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		32.8	131.5	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		42
R-30		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A.; KOIZUMI, K., 2008		35	136.2	0.01	251	275	299	INAA	IGNEOUS	VOLCANIC	MAFIC	BASALT		104
HOM2B:1C		GEOROC	BORISOVA, A. YU.; PICHAVANT, M.; POLVE, M.; WIEDENBECK, M.; FREYDIER, R.; CANDAUDAP, F., 2006		15.13	120.35	0.01	-1.8e-05	-1.8e-05	-1.8e-05	SIMS	IGNEOUS	VOLCANIC	FELSIC	DACITE		0
2		GEOROC	YOSHIMOTO, M.; FUJII, T.; KANEKO, T.; YASUDA, A.; NAKADA, S.; MATSUMOTO, A., 2010		35.395	138.766	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		160
93083001M		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		4
AW725		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		0
M-23		GEOROC	MIZOGUCHI, S.; KIMINAMI, K.; IMAOKA, T.; KAMEI, A., 2009		33.22	134.18	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	DOLERITE		249
NA24		GEOROC	TIBA, T., 1989		29.85	129.87	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		56
K1(90031907)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.7	132.8	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		17.1
700-7		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		34
E-45		GEOROC	KAWABE, I., 1974		35.5	138.5	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		190
750606-4		GEOROC	IMAOKA, T., 1986		34.5	131.8	0.01	55.8	60.65	65.5	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		21
PT50		GEOROC	BERNARD, A.; KNITTEL, U.; WEBER, B. C.; WEIS, D.; ALBRECHT, A.; HATTORI, K.; KLEIN, J.; OLES, D., 1996		15.13	120.37	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		87
PT48		GEOROC	BERNARD, A.; KNITTEL, U.; WEBER, B. C.; WEIS, D.; ALBRECHT, A.; HATTORI, K.; KLEIN, J.; OLES, D., 1996		15.1892	120.486	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		47
TAN-25		GEOROC	YUHARA, MASAKI; KAGAMI, H., 1999		35.8	137.9	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		23
1950		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		18
0817		GEOROC	XU, HAIJIN, 1988		36.3	133.3	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	TRACHYBASALT		28
KTN-2		GEOROC	IMAOKA, T.; NAKASHIMA, K.; KAMEI, A.; ITAYA, T.; OHIRA, T.; NAGASHIMA, M.; KONO, N.; KIJI, M., 2014		34.7	135.3	0.01				XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		6.1
BC-22		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		32.2	130.3	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		50.5
91051002		GEOROC	MASHIMA, H., 2005		33	130	0.01				ICPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		25.6
KY-15		GEOROC	IMAOKA, T.; NAKASHIMA, K.; KAMEI, A.; ITAYA, T.; OHIRA, T.; NAGASHIMA, M.; KONO, N.; KIJI, M., 2014		34.7	135.3	0.01				XRF	IGNEOUS	PLUTONIC	EXOTIC	LAMPROPHYRE		70
NE-32		GEOROC	YUHARA, MASAKI; KAGAMI, H., 1999		34.5	136	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	NOT-GIVEN		3
58		GEOROC	SUDA, Y., 2004		35.2	134.6	0.01	0.01	1.305	2.6	XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		4
3750		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		24
DZ24		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.0854	132.954	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	TRACHYBASALT		21
T-20		GEOROC	CHUNG, SUN-LIN; WANG, KUO-LUNG; CRAWFORD, A. J.; KAMENETSKY, V. S.; CHEN, CHENG-HONG; LAN, CHING-YING; CHEN, CHANG-HWA, 2001		25	120	0.01	0.01	1.305	2.6	ICPMS	IGNEOUS	VOLCANIC	MAFIC	BASALT		38.5
NW4-6		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		33.8	134.2	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		24
TSK3-3		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		34.8	133	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		95
C703		GEOROC	JUANG, WEN-SHING, 1996		24.83	121.33	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		63
KO29		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		32.2	130.3	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		66.4
2061501		GEOROC	KIYOSUGI, K.; HORIKAWA, Y.; NAGAO, T.; ITAYA, T.; CONNOR, C. B.; TANAKA, K., 2014		34.5246	131.617	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		24
AWS-1		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		2
PETDB-3054-Y27		PETDB	YANG, S; FANG, N, 2015	UNKNOWN	17.617	116.983	0.001				Unknown	IGNEOUS	VOLCANIC	MAFIC	BASALT		131.7
PETDB-3054-Y28		PETDB	YANG, S; FANG, N, 2015	UNKNOWN	17.617	116.983	0.001				Unknown	IGNEOUS	VOLCANIC	MAFIC	BASALT		38.3
PETDB-3054-Y29		PETDB	YANG, S; FANG, N, 2015	UNKNOWN	17.617	116.983	0.001				Unknown	IGNEOUS	VOLCANIC	MAFIC	BASALT		127.1
PETDB-3054-Y30		PETDB	YANG, S; FANG, N, 2015	UNKNOWN	17.617	116.983	0.001				Unknown	IGNEOUS	VOLCANIC	MAFIC	BASALT		149
93051806		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		29
F33		GEOROC	YUGE, T.; IMAOKA, T.; IIZUMI, S., 1998		34	130	0.01	87	87	87	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		2.3
D-1		GEOROC	CHEN, JU-CHIN, 1988		23.58	119.5	0.01	2.6	12.8	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		74
75031805		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		28
75031611		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	METAMORPHIC	UNKNOWN	UNKNOWN	GNEISS		64
