SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	METHOD	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	CU
MF6		GEOROC	MORRIS, P. A.; ITAYA, T., 1997		35.4	133	0.01	11.6	13.8	16	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		22
OH-01		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
HOM2AX13A		GEOROC	BORISOVA, A. YU.; PICHAVANT, M.; POLVE, M.; WIEDENBECK, M.; FREYDIER, R.; CANDAUDAP, F., 2006		15.13	120.35	0.01	-1.8e-05	-1.8e-05	-1.8e-05	SIMS	IGNEOUS	VOLCANIC	FELSIC	DACITE		31
390.00-H		GEOROC	BROWNE, B. L.; EICHELBERGER, J. C.; PATINO, L. C.; VOGEL, T. A.; DEHN, J.; UTO, K.; HOSHIZUMI, H., 2006		32.75	130.3	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		16
F16		GEOROC	YUGE, T.; IMAOKA, T.; IIZUMI, S., 1998		34	130	0.01	87	87	87	NOT GIVEN	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		3.7
F-12		GEOROC	HO, KUNG-SUAN; CHEN, JU-CHIN; LO, CHING-HUA; ZHAO, HAI-LING, 2003		26.22	125	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		62
HOM2A:10A		GEOROC	BORISOVA, A. YU.; PICHAVANT, M.; POLVE, M.; WIEDENBECK, M.; FREYDIER, R.; CANDAUDAP, F., 2006		15.13	120.35	0.01	-1.8e-05	-1.8e-05	-1.8e-05	SIMS	IGNEOUS	VOLCANIC	FELSIC	DACITE		0
TN62022403A		GEOROC	KAWANO, M.; TAKAHASHI, KIYOSHI; NOZAWA, T., 1966		31.4	130.5	0.01	0	271	542	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	ADAMELLITE		30
K-99		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25	120	0.01	0	32.75	65.5	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		48.3
4103009		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		35	133.2	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	GABBRO		90
96070302		GEOROC	FUJII, H.; TAINOSHO, Y.; KAGAMI, H.; KAKIUCHI, T., 2000		34.5	135.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		7
91042402		GEOROC	MASHIMA, H., 2005		33	130	0.01				ICPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		24.8
74H134		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	MONZOGRANITE		95
G12		GEOROC	YUGE, T.; IMAOKA, T.; IIZUMI, S., 1998		34	130	0.01	87	87	87	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0.4
80601B		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		35.3	135	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		27
MQ-1		GEOROC	FAN, QICHENG; HOOPER, P. R., 1991		26.22	125	0.01	2.6	12.8	23	NOT GIVEN	IGNEOUS	VOLCANIC	MAFIC	BASALT		45
95091204-3		GEOROC	FUJII, H.; TAINOSHO, Y.; KAGAMI, H.; KAKIUCHI, T., 2000		34.5	135.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		11
JF-8B		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	PLUTONIC	MAFIC	GABBRO		64
83-5-14-12		GEOROC	GUST, D. A.; ARCULUS, R. J.; KERSTING, A. B., 1997		35.22	139.02	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		89
KM-3		GEOROC	CHEN, CHENG-HONG, 1986		25.03	121.67	0.01	2.6	12.8	23	AAS	IGNEOUS	PLUTONIC	EXOTIC	LAMPROPHYRE		28
700		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		24
O12(90032501)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.72	132.53	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		2.9
O12(90032501)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.72	132.53	0.01				NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		4
3		GEOROC	HATTORI, K., 1993		15.13	120.35	0.01				EMP (EPMA)	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		55.84
24983		GEOROC	IZAWA, E.; URASHIMA, Y.; IBARAKI, K.; SUZUKI, R.; YOKOYAMA, TETSUYA; KAWASAKI, K.; KOGA, A.; TAGUCHI, S., 1990		31.97	130.63	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		41
AW325		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
JF-17		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		178
AW735		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		0
357450		GEOROC	MACPHERSON, C. G.; DREHER, S. T.; THIRLWALL, M. F., 2006		9.688	125.453	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ADAKITE		43
760408-4		GEOROC	IMAOKA, T., 1986		34.5	131.8	0.01	55.8	60.65	65.5	NOT GIVEN	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		12
Z-49		GEOROC	MIZOGUCHI, S.; KIMINAMI, K.; IMAOKA, T.; KAMEI, A., 2009		33.22	134.18	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	DOLERITE		89
072205		GEOROC	OHTA, T.; AOKI, K.-I., 1991		33.1	131.4	0.01				NOT GIVEN	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		25
404		GEOROC	SUDA, Y., 2004		35.2	134.6	0.01	0.01	1.305	2.6	XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		16.9
KK1-13		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		33.5	134	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		67
DZ11        		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.111	133.126	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		44
S313A		GEOROC	JUANG, WEN-SHING, 1996		24.73	121.25	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		55
KY-51		GEOROC	IMAOKA, T.; NAKASHIMA, K.; KAMEI, A.; ITAYA, T.; OHIRA, T.; NAGASHIMA, M.; KONO, N.; KIJI, M., 2014		34.7	135.3	0.01				XRF	XENOLITH	UNKNOWN	UNKNOWN	PERIDOTITE		50
S030708-2		GEOROC	KUSHENDRATNO, ; PALLISTER, J. S.; KRISTIANTO, ; BINA, F. R.; MCCAUSLAND, W.; CARN, S. A.; HAERANI, N.; GRISWOLD, J.; KEELER, R., 2012		1.12267	124.739	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		88
KU22		GEOROC	TIBA, T., 1989		29.97	129.93	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		15.4
H504		GEOROC	JUANG, WEN-SHING, 1996		24.93	121.37	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		56
TSK1-2		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		34.8	133	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		20
YA-SU2		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A., 2004		35.1	134.7	0.01				XRF	IGNEOUS	PLUTONIC	MAFIC	TROCTOLITE		19
KU-01		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	99	99	99	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
ZO-292		GEOROC	YUMUL, G. P. JR., 1996		15.6	120.1	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	DIABASE		83
F-57		GEOROC	KAWABE, I., 1974		35.5	136	0.01				AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	TRACHYANDESITE		63
JF-4E		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	FELSIC	DACITE		51
602-2		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		29
74081402		GEOROC	GOTO, H.; KANISAWA, S.; KATADA, M., 1977		35.8	137.9	0.01				AAS	IGNEOUS	PLUTONIC	FELSIC	GRANITE		8
HOM2A:6C		GEOROC	BORISOVA, A. YU.; PICHAVANT, M.; POLVE, M.; WIEDENBECK, M.; FREYDIER, R.; CANDAUDAP, F., 2006		15.13	120.35	0.01	-1.8e-05	-1.8e-05	-1.8e-05	SIMS	IGNEOUS	VOLCANIC	FELSIC	DACITE		0
TSK3-5		GEOROC	SANO, S.; HAYASAKA, Y.; TAZAKI, K., 2000		34.8	133	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	GREENSTONE		101
10YS13		GEOROC	HONG, WENTAO; XU, XISHENG; ZOU, HAIBO, 2013		25	118.9	0.01	65.5	82.55	99.6	ICPMS	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		1.43
SR-09		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.12	0.01	82.9	82.9	82.9	XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
UBS-15		GEOROC	KANEKO, T., 1995		35.1167	135.833	0.01	0.01	1.305	2.6	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		56
D-516260		GEOROC	DI MURO, A.; PALLISTER, J. S.; VILLEMANT, B.; NEWHALL, C. G.; SEMET, M. P.; MARTINEZ, M. C.; MARIET, C., 2008		15.13	120.35	0.01	0.03	0.03	0.03	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		72
357430		GEOROC	MACPHERSON, C. G.; DREHER, S. T.; THIRLWALL, M. F., 2006		9.591	125.549	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ADAKITE		19
NRK-3		GEOROC	KANEKO, T., 1995		35.5	136.5	0.01	0.01	1.305	2.6	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		15
G-36		GEOROC	KAWABE, I., 1974		34.5	135	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		190
AW052		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
K-60		GEOROC	WANG, KUO-LUNG; CHUNG, SUN-LIN; O^REILLY, S. Y.; SUN, SHEN-SU; SHINJO, R.; CHEN, CHANG-HWA, 2004		25	120	0.01	2.6	3.95	5.3	ICPMS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		40.8
21117-4H		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A., 2005		35.5	136.8	0.01	145.5	173.55	201.6	XRF	IGNEOUS	VOLCANIC	UNKNOWN	PICRITE		36
TB-11		GEOROC	CHUNG, SUN-LIN; JAHN, B.-M.; CHEN, SHU-JEN; LEE, TYPHOON; CHEN, CHENG-HONG, 1995		25.08	121.57	0.01	20	21.5	23	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		40
NRK-2		GEOROC	KANEKO, T., 1995		35.5	136.5	0.01	0.01	1.305	2.6	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		18
357437		GEOROC	MACPHERSON, C. G.; DREHER, S. T.; THIRLWALL, M. F., 2006		9.607	125.455	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ADAKITE		7
YT22		GEOROC	ARAKAWA, Y.; SHINMURA, T., 1995		35.8	136	0.01	65.5	158.25	251	XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		6
KM-4		GEOROC	CHEN, CHENG-HONG, 1986		25.03	121.67	0.01	2.6	12.8	23	AAS	IGNEOUS	PLUTONIC	EXOTIC	LAMPROPHYRE		54
OB-1		GEOROC	TAKAGI, T.; KAGAMI, H.; IIZUMI, S., 1989		35	132	0.01	8.04e-05	8.04e-05	8.04e-05	XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		39
INU-21		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	71.1	71.1	71.1	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
DZ17		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.0946	133.126	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	TRACHYANDESITE		3
H-40		GEOROC	KAWABE, I., 1974		34	136	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		110
93083003M		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		1
MIN13		GEOROC	ELBURG, M. A.; FODEN, J. D., 1998		1.358	124.792	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		132
PT32		GEOROC	BERNARD, A.; KNITTEL, U.; WEBER, B. C.; WEIS, D.; ALBRECHT, A.; HATTORI, K.; KLEIN, J.; OLES, D., 1996		15.13	120.37	0.01				XRF	IGNEOUS	VOLCANIC	FELSIC	DACITE		19
4110205		GEOROC	IIZUMI, S.; IMAOKA, T.; KAGAMI, H., 2000		34	131	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	DIORITE		12
L-20		GEOROC	CHEN, CHENG-HONG, 1999		23.85	120.767	0.01	0.01	1.305	2.6	AAS	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		74
2064-3CSC2		GEOROC	KANEKO, K.; INOUE, K.; KOYAGUCHI, T.; YOSHIKAWA, M.; SHIBATA, T.; TAKAHASHI, T.; FURUKAWA, K., 2015		33.0851	131.166	0.01				XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		38.5
DZ02S		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.0878	133.041	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	SYENITE		4
79052404		GEOROC	ISHIHARA, S.; SATO, KOHEI; TERASHIMA, S., 1984		33.5	130.5	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	FELSIC	MONZOGRANITE		27
AW125		GEOROC	YUHARA, MASAKI; TAKAHASHI, YUTAKA; KAGAMI, H., 1998		34.2	134.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		3
TH-4		GEOROC	AGATA, T.; HATTORI, I., 2002		35.5	135.9	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		70
RN-84SM-1, 14-15 CM		GEOROC	KIMURA, M.; KANEOKA, I.; KATO, Y.; YAMAMOTO, S.; KUSHIRO, I.; TOKUYAMA, H.; KINOSHITA, H.; ISEZAKI, N.; MASAKI, H.; OSHIDA, A.; UYEDA, S.; HILDE, T. W. C., 1986	DELP-84	30.35	126.75	0.01				NOT GIVEN	SEDIMENTARY	UNKNOWN	UNKNOWN	SAND		2.4
V36-D9		GEOROC	TU, KANN; FLOWER, M. F. J.; CARLSON, R. W.; XIE, GUANGHONG; CHEN, CHU-YUNG; ZHANG, MING, 1992	VEMA36-02-1979	15.18	117.77	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	TRACHYBASALT		29
JF-21V		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	FELSIC	DACITE		54
11YS47		GEOROC	HONG, WENTAO; XU, XISHENG; ZOU, HAIBO, 2013		25	118.9	0.01	65.5	82.55	99.6	ICPMS	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		1.02
781016-3		GEOROC	IMAOKA, T., 1986		34.5	131.8	0.01	55.8	60.65	65.5	NOT GIVEN	IGNEOUS	VOLCANIC	MAFIC	BASALT		4
TO34		GEOROC	STEIN, G.; CHARVET, J.; LAPIERRE, H.; FABBRI, O., 1994		32.5	131.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		7
MIN47		GEOROC	ELBURG, M. A.; FODEN, J. D., 1998		1.6333	124.7	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		107
21		GEOROC	MORRIS, P. A.; ITAYA, T., 1997		35.4	133	0.01	11.6	13.8	16	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		33
93051810		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		10
K822		GEOROC	JUANG, WEN-SHING, 1996		24.8	121.17	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		62
SB6		GEOROC	ONOUE, T.; NAGAI, K.; KAMISHIMA, A.; SENO, M.; SANO, HIROKI, 2004		33.2	133.5	0.01	65.5	158.25	251	XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		13
SR-13		GEOROC	YUHARA, MASAKI; MIYAZAKI, T.; KAGAMI, H.; YUHARA, MIE, 2003		34.38	134.25	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
JF-19		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		161
11YS43		GEOROC	HONG, WENTAO; XU, XISHENG; ZOU, HAIBO, 2013		25	118.9	0.01	65.5	82.55	99.6	ICPMS	IGNEOUS	VOLCANIC	FELSIC	RHYOLITE		1.16
XIA1998-94		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	19.2919	118.53	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		88.9
XIA1998-105		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	18.9117	119.71	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		51
XIA1998-165		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	18.3422	117.533	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		91.8
XIA1998-198		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	16.1778	118.67	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		90
XIA1998-92		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	19.5525	120.155	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		43.3
XIA1998-185		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	17.0136	117.827	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		101
XIA1998-208		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	15.9111	118.667	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		99.9
XIA1998-254		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	14.4997	118.995	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		19.9
XIA1998-307		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	12.6503	117.03	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		80.6
XIA1998-320		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	13.3897	118.392	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		94.1
XIA1998-295		SEDDB	WEI, G; LIU, Y; MA, J; XIE, L; CHEN, J; DENG, W; TANG, S, 2012	XIA1998	13.2064	118.383	-1				ICPMS	SEDIMENTARY	UNKNOWN	UNKNOWN	SILICICLASTIC		38.6
I-108		GEOROC	KAWABE, I., 1974		33	132.5	0.01				AAS	IGNEOUS	VOLCANIC	MAFIC	DOLERITE		200
INU-16		GEOROC	YUHARA, MASAKI, 1994		35.8	137.9	0.01	71.1	71.1	71.1	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
600-0		GEOROC	TATSUMI, Y.; SUZUKI, T.; KAWABATA, H.; SATO, KOHEI; MIYAZAKI, T.; CHANG, QING; TAKAHASHI, T.; TANI, K.; SHIBATA, T.; YOSHIKAWA, M., 2006		34.45	134.17	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		33
RN-81D-2		GEOROC	KIMURA, M.; KANEOKA, I.; KATO, Y.; YAMAMOTO, S.; KUSHIRO, I.; TOKUYAMA, H.; KINOSHITA, H.; ISEZAKI, N.; MASAKI, H.; OSHIDA, A.; UYEDA, S.; HILDE, T. W. C., 1986	DELP-84	28.0713	127.667	0.01				NOT GIVEN	SEDIMENTARY	UNKNOWN	UNKNOWN	SAND		5
124-8		GEOROC	SHIRAKI, K.; MIYAMOTO, M.; MATSUO, H.; UEKI, Y.; AZUMA, T.; NAGAO, T.; MATSUMOTO, Y.; TAJIMA, T., 2000		32.6	129.4	0.01	0	11.5	23	XRF	IGNEOUS	VOLCANIC	UNKNOWN	NOT-GIVEN		26.9
R-7		GEOROC	ICHIYAMA, Y.; ISHIWATARI, A.; KOIZUMI, K., 2008		35	136.2	0.01	251	275	299	INAA	IGNEOUS	VOLCANIC	MAFIC	BASALT		63
K11(89112713)		GEOROC	DAI, K.; TSUSUE, AKIO; HONMA, H., 1993		32.7	132.8	0.01	16	16	16	NOT GIVEN	IGNEOUS	PLUTONIC	FELSIC	GRANITE		4.6
65T-2		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		35.2	137	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		3
TO48		GEOROC	STEIN, G.; CHARVET, J.; LAPIERRE, H.; FABBRI, O., 1994		32.5	131.5	0.01				XRF	IGNEOUS	PLUTONIC	FELSIC	GRANITE		0
65T-97		GEOROC	ISHIHARA, S.; TERASHIMA, S., 1977		34.8	136	0.01	65.5	105.5	145.5	AAS	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		2
92111103		GEOROC	MASHIMA, H., 2005		33	130	0.01				ICPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		54.6
31110		GEOROC	TAKAGI, T., 1992		34.7	133.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		52
96022502-1		GEOROC	FUJII, H.; TAINOSHO, Y.; KAGAMI, H.; KAKIUCHI, T., 2000		34.5	135.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	TONALITE		7
MIN27		GEOROC	ELBURG, M. A.; FODEN, J. D., 1998		0.85	124.7	0.01	12	13	14	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		34
NE-60		GEOROC	YUHARA, MASAKI; KAGAMI, H., 1999		34.5	136	0.01				XRF	METAMORPHIC	UNKNOWN	UNKNOWN	NOT-GIVEN		33
93083004P		GEOROC	MASHIMA, H., 2004		33	130	0.01	0	32.75	65.5	XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		11
62906		GEOROC	TAKAGI, T., 1992		34.7	133.5	0.01				XRF	IGNEOUS	PLUTONIC	INTERMEDIATE	GRANODIORITE		69
JF-18		GEOROC	WATANABE, S.; WIDOM, E.; UI, T.; MIYAJI, N.; ROBERTS, A. M., 2006		35.35	138.73	0.01	-0.000302	-0.000302	-0.000302	DCPAES	IGNEOUS	VOLCANIC	MAFIC	BASALT		171
DZ13		GEOROC	BRENNA, M.; NAKADA, S.; MIURA, D.; TOSHIDA, K.; ITO, H.; HOKANISHI, N.; NAKAI, S., 2015		36.111	133.126	0.01				XRF	IGNEOUS	VOLCANIC	MAFIC	BASALT		35
L3307-5		GEOROC	KUSHENDRATNO, ; PALLISTER, J. S.; KRISTIANTO, ; BINA, F. R.; MCCAUSLAND, W.; CARN, S. A.; HAERANI, N.; GRISWOLD, J.; KEELER, R., 2012		1.358	124.792	0.01				XRF	IGNEOUS	VOLCANIC	INTERMEDIATE	ANDESITE		62
J406		GEOROC	JUANG, WEN-SHING, 1996		23.07	120.38	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	BASALT		43
KY-32		GEOROC	IMAOKA, T.; NAKASHIMA, K.; KAMEI, A.; ITAYA, T.; OHIRA, T.; NAGASHIMA, M.; KONO, N.; KIJI, M., 2014		34.7	135.3	0.01				XRF	IGNEOUS	PLUTONIC	EXOTIC	LAMPROPHYRE		104
SN101		GEOROC	ARAKAWA, Y.; SHINMURA, T., 1995		36.4	136.5	0.01	65.5	158.25	251	XRF	IGNEOUS	PLUTONIC	UNKNOWN	NOT-GIVEN		6
E615B		GEOROC	JUANG, WEN-SHING, 1996		24.8	121.17	0.01	5.3	14.15	23	AAS	IGNEOUS	VOLCANIC	MAFIC	THOLEIITE		62
